EIN,NAME,STREET,CITY,STATE,ZIP,INCOME_AMT,ASSET_AMT
273524752,NEIGHBORHOOD HEALTH CENTER,6420 SW MACADAM AVE STE 300,PORTLAND,OR,97239-3519,15998883,9573173
930386852,ROBISON JEWISH HOME,6125 SW BOUNDARY ST,PORTLAND,OR,97221-1019,15946087,61313092
931248795,OREGON STATE UNIVERSITY BOOKSTORE INC,PO BOX 489,CORVALLIS,OR,97339-0489,15917296,24243630
930977166,HUMAN SOLUTIONS INC,12350 SE POWELL BLVD,PORTLAND,OR,97236-3432,15600131,29927393
930621534,DOVE LEWIS EMERGENCY ANIMAL HOSPITAL INC,1945 NW PETTYGROVE ST,PORTLAND,OR,97209-1688,15586663,11095576
930644303,COLUMBIA COMMUNITY MENTAL HEALTH,58646 MCNULTY WAY,ST HELENS,OR,97051-6210,15586007,9690131
931070304,UMPQUA COMMUNITY HEALTH CENTER INC,150 NE KENNETH FORD DR,ROSEBURG,OR,97470-1042,15457059,11907875
930582004,GARTEN SERVICES INC,PO BOX 13970,SALEM,OR,97309-1970,15108422,9875544
930196209,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS,15937 NE AIRPORT WAY,PORTLAND,OR,97230-4958,15080043,19586391
931019725,OREGON JEWISH COMMUNITY FOUNDATION,1618 SW FIRST AVENUE STE 210,PORTLAND,OR,97201-5721,15020742,83258895
931186020,BIRCH COMMUNITY SERVICES INC,17780 NE SAN RAFAEL ST,PORTLAND,OR,97230-5927,14878265,1038287
815366149,WYEAST FOUNDATION,PO BOX 205,HOOD RIVER,OR,97031-0007,14862922,7564323
930903773,CATHOLIC COMMUNITY SERVICES OF THE MID WILLAMETTE VALLEY & CENTRAL,PO BOX 20400,SALEM,OR,97307-0400,14815452,3972508
936026548,PEACEHEALTH SACRED HEART MEDICAL CENTER FOUNDATION,PO BOX 10905,EUGENE,OR,97440-2905,14773847,35727478
237088811,ON TRACK,300 W MAIN ST,MEDFORD,OR,97501-2756,14549843,36080342
930399051,GIRL SCOUTS OF OREGON AND SOUTHWEST WASHINGTON INC,9620 SW BARBUR BLVD,PORTLAND,OR,97219-6041,14445205,18945201
943034161,MARION-POLK FOOD SHARE INC,1660 SALEM INDUSTRIAL DR NE,SALEM,OR,97301-0374,14415933,6428741
930606316,SERENITY LANE,PO BOX 8549,COBURG,OR,97408-1313,14326173,3438061
930495655,OREGON RESEARCH INSTITUTE,1776 MILLRACE DR,EUGENE,OR,97403-2536,14296306,2298775
930266190,RIVER VIEW CEMETERY ASSOCIATION OF PORTLAND,8421 SW MACADAM AVE,PORTLAND,OR,97219-3044,14019837,30690148
936025789,SEIU LOCAL 49 WELFARE TR,PO BOX 4148,PORTLAND,OR,97208-4148,13483141,3072559
930471873,ROSE VILLA INC,13505 SE RIVER RD,PORTLAND,OR,97222-8038,13462953,78663310
930893420,UNITED FOOD AND COMMERCIAL WORKERS INTERNATIONAL UNION,PO BOX 23555,TIGARD,OR,97281-3555,13408600,4004868
930569684,WILLAMETTE FAMILY INC,687 CHESHIRE AVE,EUGENE,OR,97402-5060,13401430,3915837
342057513,COMMUNITY COUNSELING SOLUTIONS,PO BOX 469,HEPPNER,OR,97836-0469,13400490,12468663
930567549,OUTSIDE IN,1132 SW 13TH AVE,PORTLAND,OR,97205-1703,13330887,9089680
272624875,RESER FAMILY FOUNDATION,PO BOX 8,BEAVERTON,OR,97075-0008,13223453,42776403
930738493,WILLAMETTE VALLEY HOSPICE INC,1015 3RD ST NW,SALEM,OR,97304-4007,13189617,10506395
930395815,PIONEER TELEPHONE COOPERATIVE,PO BOX 631,PHILOMATH,OR,97370-0631,13085341,30817122
930454456,HARNEY ELECTRIC COOPERATIVE INC,277 LOTTERY LN,HINES,OR,97738-0000,13078623,24085101
930728229,HEAD START OF LANE COUNTY,221 B ST,SPRINGFIELD,OR,97477-4522,13048667,3521240
273990987,FOODCORPS INC,1140 SE 7TH AVE STE 110,PORTLAND,OR,97214-4161,12989036,11923846
930557964,IMPACT NW,PO BOX 33530,PORTLAND,OR,97292-3530,12945844,4562960
930806912,RONALD MCDONALD HOUSE CHARITIES,2620 N COMMERCIAL AVE,PORTLAND,OR,97227-1631,12780389,16458257
930478660,FRIENDSVIEW MANOR,1301 FULTON STREET,NEWBERG,OR,97132-1850,12739197,65739006
931255764,UA LOCAL NO 290 PLUMBER STEAMFITTER & SHIPFITTER IND ED SCH AND VACATI,12205 SW TUALATIN RD STE 200,TUALATIN,OR,97062-7919,12732876,8421888
930738797,FRENCH AMERICAN INTERNATIONAL SCHOOL,8500 NW JOHNSON ST,PORTLAND,OR,97229-6780,12549163,21056477
931269087,BESTCARE TREATMENT SERVICES INC,PO BOX 1710,REDMOND,OR,97756-0516,12367819,6357600
930782374,SUNRIVER OWNERS ASSOCIATION,PO BOX 3278,SUNRIVER,OR,97707-0278,12273738,31135815
475023017,HOWARD AND BETH BRYANT FOUNDATION,PO BOX 570,HEPPNER,OR,97836-0570,12257959,10454679
930984702,COMMUNITY SERVICES INC,14215 NW SCIENCE PARK DR,PORTLAND,OR,97229-5416,12239905,6125368
931234625,ADULT LEARNING SYSTEMS OF OREGON INC,10541 SE CHERRY BLOSSOM DR,PORTLAND,OR,97216-2826,12115473,11554447
930613108,INDEPENDENT ORDER OF ODD FELLOWS,3320 SE HOLGATE BLVD,PORTLAND,OR,97202-3459,12082983,6916828
930306737,WASCO ELECTRIC COOPERATIVE INC,PO BOX 1700,THE DALLES,OR,97058-8006,12039449,28441476
936227660,NORTHWEST FIREFIGHTERS RELIEF ASSOC INSURANCE TRUST,PO BOX 2321,LAKE OSWEGO,OR,97035-0666,11938977,5294963
481291935,AFRICA NEW LIFE MINISTRIES INTERNATIONAL,7405 SW TECH CENTER DR STE 144,PORTLAND,OR,97223-8056,11889673,2445612
930706892,DE PAUL TREATMENT CENTERS INC,PO BOX 3007,PORTLAND,OR,97208-3007,11711671,7733031
930470717,OREGON STATE UNIVERSITY ALUMNI ASSOCIATION INC O S U,204 CH2M HILL ALUMNI CTR,CORVALLIS,OR,97331-6300,11695907,18926791
930557803,CASCADE MANOR INC,1 W MAIN ST STE 303,MEDFORD,OR,97501-2796,11675878,44394888
936023044,CEMENT MASONS-EMPLOYERS TRUST,9848 E BURNSIDE ST,PORTLAND,OR,97216-2330,11585860,5621936
931037330,NETWORK FOR OREGON AFFORDABLE HOUSING,1020 SW TAYLOR ST STE 585,PORTLAND,OR,97205-2510,11572173,141356627
930630002,EDWARDS CENTER INC,PO BOX 6269,BEAVERTON,OR,97007-0269,11569457,13038739
931141536,NATIVE AMERICAN YOUTH AND FAMILY CENTER,5135 NE COLUMBIA BLVD,PORTLAND,OR,97218-1201,11513768,12331312
911943624,NEIGHBORHOOD PARTNERSHIPS INC,2501 SW FIRST AVENUE SUITE 120,PORTLAND,OR,97201-4751,11426526,26089876
930554156,COMMUNITY ACTION TEAM INCORPORATED OF,1775 SAINT HELENS ST,ST HELENS,OR,97051-1744,11415000,12192587
930861885,KINSMAN FOUNDATION,3727 SE SPAULDING AVE,MILWAUKIE,OR,97267-3938,11299709,21036676
930547036,OREGON COAST COMMUNITY ACTION,1855 THOMAS AVE,COOS BAY,OR,97420-2976,11112777,17895099
916070467,ALL ALASKA LONGSHORE HEALTH AND WELFARE TRUST FUND,5331 SW MACADAM AVE STE 258 PMB 116,PORTLAND,OR,97239-3871,11073475,12164500
461237162,CARRICO FAMILY FOUNDATION,PO BOX 4436,MEDFORD,OR,97501-0172,10963153,33313748
936021772,ROOFERS-49 WELFARE FUND,PO BOX 4148,PORTLAND,OR,97208-4148,10939420,10192426
237170147,AGC HEALTH BENEFIT TRUST FUND,9450 SW COMMERCE CIR STE 200,WILSONVILLE,OR,97070-8859,10841063,1275413
43703021,ABBEY FOUNDATION OF OREGON,1 ABBEY DR,ST BENEDICT,OR,97373-9700,10782077,41532762
930554950,OREGON ASSOCIATION OF HOSPITALS AND HEALTH SYSTEMS,4000 KRUSE WAY PLACE BLDG 2 SUITE 1,LAKE OSWEGO,OR,97035-5545,10772578,19213313
930683413,HORIZON PROJECT,608 RUSSELL ST,MILTON FRWTR,OR,97862-1741,10687431,8726335
930623709,SPECIAL MOBILITY SERVICES INC,2101 NE FLANDERS ST,PORTLAND,OR,97232-2811,10673906,2896092
721574570,GLORY FOUNDATION,PO BOX 230939,TIGARD,OR,97281-0939,10634836,1402869
237423789,CLARK FOUNDATION,9770 SW SUNSHINE CT,BEAVERTON,OR,97005-4100,10569550,30667587
943076771,RIDE CONNECTION INC,9955 NE GLISAN ST,PORTLAND,OR,97220-4453,10471018,15699297
930354500,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,1400 TANDEM AVE NE,SALEM,OR,97301-0380,10449576,9369991
930814473,NORTHWEST HOUSING ALTERNATIVES INC,13819 SE MCLOUGHLIN BLVD,MILWAUKIE,OR,97222-7161,10404372,44326700
930632048,ALVORD-TAYLOR INC,72B CENTENNIAL LOOP STE 200,EUGENE,OR,97401-2446,10286950,3239050
930568833,MV ADVANCEMENTS,16700 S HIGHWAY 99W,AMITY,OR,97101-2024,10065765,7749970
931133639,CASCADE HOUSING ASSOCIATION,PO BOX 182,SPRINGFIELD,OR,97477-0025,10029418,56985590
930576732,OPPORTUNITY FOUNDATION OF CENTRAL OREGON,PO BOX 430,REDMOND,OR,97756-0101,9822016,11423222
911854545,NORTHWEST HEALTH FOUNDATION,221 NW 2ND AVE STE 300,PORTLAND,OR,97209-3961,9811660,52378646
930241933,OREGONIANS CREDIT UNION,6915 SE LAKE RD,MILWAUKIE,OR,97267-2103,9808985,307677137
930763726,OEA CHOICE WELFARE TRUST,PO BOX 23600,TIGARD,OR,97281-3600,9758158,74815473
263035522,LIONS VISIONGIFT,2201 SE 11TH AVE,PORTLAND,OR,97214-5303,9757987,14201915
931134865,PORTLAND CENTER STAGE,128 NW 11TH AVE,PORTLAND,OR,97209-4160,9728773,3657272
930131365,SERVICE EMPLOYEES INTERNATIONAL UNION,3536 SE 26TH AVE,PORTLAND,OR,97202-2901,9724519,6528627
930514209,ST MARYS OF MEDFORD INC,816 BLACK OAK DR,MEDFORD,OR,97504-8504,9648368,20715048
943237145,PACIFICORP WELFARE BENEFITS TRUST,825 NE MULTNOMAH ST STE 1900,PORTLAND,OR,97232-2151,9646523,47216114
931146666,COMMUNITY ACCESS SERVICES II INC,1815 NW 169TH PL STE 1060,BEAVERTON,OR,97006-7365,9594978,2648327
237153987,BOYS & GIRLS CLUB OF CORVALLIS,1112 NW CIRCLE BLVD,CORVALLIS,OR,97330-1462,9537968,17456789
930718154,NORTHWEST PORTLAND AREA INDIAN HEALTH BOARD,2121 SW BROADWAY STE 300,PORTLAND,OR,97201-3182,9385566,6921728
930410224,BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA,PO BOX 455,HILLSBORO,OR,97123-0455,9356398,23403793
930243687,PEAR BUREAU NORTHWEST,4382 SE INTERNATIONAL WAY STE A,MILWAUKIE,OR,97222-4627,9342177,1173251
466717868,BILL HOLMES CHARITABLE TR DATED 4-9-2013,1441 MARROW ROAD UNIT,MEDFORD,OR,97504-4678,9317983,4005992
931099406,LINN BENTON FOOD SHARE,545 SW 2ND ST STE A,CORVALLIS,OR,97333-4466,9267062,3126346
930569254,NEW DIRECTIONS NORTHWEST INC,PO BOX 1005,BAKER CITY,OR,97814-1005,9254124,11088673
930784775,GLEANERS OF CLACKAMAS COUNTY INCORPORATED,PO BOX 1660,OREGON CITY,OR,97045-0660,9185978,707507
203968120,ZIDELL FAMILY FOUNDATION,2020 SW 4TH AVE STE 600,PORTLAND,OR,97201-4960,9158386,6721612
930900577,WORK UNLIMITED,515 SW WESTERN BLVD,CORVALLIS,OR,97333-4401,9113047,5437434
930391599,OREGON HISTORICAL SOCIETY,1200 SW PARK AVE,PORTLAND,OR,97205-2441,9070380,31387744
930333988,HOOD RIVER ELECTRIC COOPERATIVE,3531 DAVIS DRIVE,HOOD RIVER,OR,97031-0000,9044898,18156778
930505956,OREGON SCHOOL EMPLOYEES ASSOCIATION 133,4735 LIBERTY RD S,SALEM,OR,97302-5036,8991797,4205137
936038158,OREGON-WASHINGTON CARPENTERS EMPLYR APPRENTICESHIP TRAINING TRUST FUND,3140 NE BROADWAY ST,PORTLAND,OR,97232-1813,8955921,18600419
826030679,IDAHO PLUMBERS & PIPEFITTERS HEALTH & WELFARE AGMT & DECLARATION OF TR,5331 SW MACADAM AVE STE 258,PORTLAND,OR,97239-3871,8908283,18303451
943074344,OREGON SUPPORTED LIVING PROGRAM,412 PEARL ST,EUGENE,OR,97401-2775,8861906,5152150
930388917,CATHOLIC COMMUNITY SERVICES FOUNDATION,PO BOX 20400,SALEM,OR,97307-0400,8852289,33496716
320016048,PORTLAND BUSINESS ALLIANCE,200 SW MARKET ST STE L150,PORTLAND,OR,97201-5705,8703920,2336471
936023047,HEAT AND FROST INSULATORS AND ALLIED WORKERS LOCAL 36 HEALTH TRU,12205 SW TUALATIN RD STE 200,TUALATIN,OR,97062-7919,8687145,11672705
930112708,SHRINERS INTERNATIONAL,25100 SW PARKWAY AVE,WILSONVILLE,OR,97070-9600,8685892,6501564
931300690,FRIENDS OF THE CHILDREN - NATIONAL OFFICE,44 NE MORRIS ST,PORTLAND,OR,97212-3015,8676929,9431361
931268942,GRADUATE TEACHING FELLOWS FED LOCAL 3544 HEALTH & WELFARE AGREEMENT,609 E 13TH AVE,EUGENE,OR,97401-3604,8640746,3187563
264077120,BAKER CHARTER SCHOOLS ORGANIZATION,2725 7TH ST,BAKER CITY,OR,97814-2032,8601601,4740383
943029559,OREGON TILTH INC,2525 SE 3RD ST,CORVALLIS,OR,97333-1641,8593511,9691178
237256802,LAUREL HILL CENTER,2145 CENTENNIAL PLZ,EUGENE,OR,97401-2421,8524604,14468419
930895184,UNITED ASSOCIATION OF JOURNEYMEN & APPRENTICES OF THE PLUMBING & PIPE,AND APPRENTICES OF THE PLUMBIN,TUALATIN,OR,97062-0000,8484279,13080917
930843521,THE FRESHWATER TRUST,700 SW TAYLOR ST STE 200,PORTLAND,OR,97205-3138,8416195,4529835
270294759,LIFE FLIGHT NETWORK FOUNDATION,22285 YELLOW GATE LN NE STE 102,AURORA,OR,97002-8400,8415087,10995124
930624672,CLACKAMAS COUNTY CHILDRENS COMMISSION,16518 SE RIVER RD,MILWAUKIE,OR,97267-4510,8321014,5934988
930561977,UNITED ASSOCIATION APPRENTICESHIP & JOURNEYMEN TRAINING TRUST FUND,20220 SW TETON AVE,TUALATIN,OR,97062-8810,8266546,16955869
930307250,WAVERLEY COUNTRY CLUB,1100 SE WAVERLY DR,PORTLAND,OR,97222-7415,8236811,16234253
930112705,ANCIENT & ACCEPTED SCOTTISH RITE OF FREE MASONRY SO JURIS USA,709 SW 15TH AVE,PORTLAND,OR,97205-1906,8177378,7501744
731675402,LATINO NETWORK,410 NE 18TH AVE,PORTLAND,OR,97232-2882,8091768,1703576
931159198,CENTER FOR HUMAN DEVELOPMENT INC,2301 COVE AVE,LA GRANDE,OR,97850-3906,8089098,8434674
931245000,JUAN YOUNG TRUST,C/O DELAP 5885 MEADOWS RD NO 200,LAKE OSWEGO,OR,97035-0000,8068898,11442471
202884155,MAITRIPA COLLEGE,1119 SE MARKET ST,PORTLAND,OR,97214-4742,8056781,8232108
943126167,INTERNATIONAL SCHOOL,025 SW SHERMAN ST,PORTLAND,OR,97201-5120,7985727,17318558
930640525,LIVING OPPORTUNITIES INC,PO BOX 1105,MEDFORD,OR,97501-0081,7962301,5015105
931278639,GRESHAM ARTHUR ACADEMY PUBLIC CHARTER SCHOOL,13717 SE DIVISION ST,PORTLAND,OR,97236-2841,7926868,11898470
237002687,SALEM HEALTH FOUNDATION,890 OAK ST SE,SALEM,OR,97301-3905,7908297,8243385
237115837,BLACK BUTTE RANCH ASSOCIATION,PO BOX 8000,SISTERS,OR,97759-8000,7859785,63441734
911806451,WASCO COUNTY NURSING CARE INC,1015 WEBBER ST,THE DALLES,OR,97058-3527,7854690,9494956
930910213,NEW AVENUES FOR YOUTH INC,1220 SW COLUMBIA ST,PORTLAND,OR,97201-3316,7826614,10948676
936097106,CHEMEKETA COMMUNITY COLLEGE FOUNDATION,PO BOX 14007,SALEM,OR,97309-7070,7826536,6800259
930718337,OREGON ZOO FOUNDATION,4001 SW CANYON RD,PORTLAND,OR,97221-2705,7769098,16365220
237115003,SHELTERCARE,499 W 4TH AVE,EUGENE,OR,97401-2505,7766969,8288146
943060985,COMMUNITY ACTION PROGRAM OF EAST CENTRAL OREGON,721 SE 3RD ST STE D,PENDLETON,OR,97801-3060,7705034,5174448
263084386,LA PINE COMMUNITY HEALTH CENTER,PO BOX 3300,LA PINE,OR,97739-3300,7626222,4724070
930979064,HACIENDA COMMUNITY DEVELOPMENT CORPORATION,6700 NE KILLINGSWORTH ST,PORTLAND,OR,97218-3318,7593856,32143361
930687438,KIDS & COMPANY OF LINN COUNTY,300 MARKET ST STE 200,LEBANON,OR,97355-2282,7592512,3516633
930323668,NW PRIORITY CREDIT UNION,12630 SE DIVISION ST,PORTLAND,OR,97236-3132,7552126,250120847
930903383,CASCADE AIDS PROJECT,520 NW DAVIS ST STE 215,PORTLAND,OR,97209-3620,7544203,5568696
930575647,COMMUNITY CONNECTION OF NORTHEAST OREGON,2802 ADAMS AVE,LA GRANDE,OR,97850-5267,7471388,6824998
931057208,UMPQUA COMMUNITY DEVELOPMENT CORPORATION,605 SE KANE ST,ROSEBURG,OR,97470-4906,7459762,47158740
930368760,BEAVER CREEK COOPERATIVE TELEPHONE COMPANY,PO BOX 1189,MOUNT ANGEL,OR,97362-1189,7427711,13182237
936034321,PORTLAND OPERA ASSOCIATION INC,211 SE CARUTHERS ST,PORTLAND,OR,97214-4502,7393798,30037260
930825821,OAKS PARK ASSOCIATION,7805 SE OAKS PARK WAY,PORTLAND,OR,97202-5941,7384954,15084815
911829325,OREGON CLIMATE TRUST,65 SW YAMHILL ST STE 400,PORTLAND,OR,97204-3315,7366772,32325334
930391547,OREGON COLLEGE OF ART AND CRAFT,8245 SW BARNES RD,PORTLAND,OR,97225-6349,7357469,11407980
930855920,JASPER MOUNTAIN,37875 JASPER LOWELL RD,JASPER,OR,97438-9751,7311183,10216849
930189335,INTERNATIONAL UNION OF HOISTING & PORTABLE ENGINEERS LOCAL 701,555 FIRST ST,GLADSTONE,OR,97027-2501,7310753,14177290
930474800,BOYS & GIRLS CLUBS OF PORTLAND METROPOLITAN AREA,8203 SE 7TH AVE STE 100,PORTLAND,OR,97202-6588,7227780,27405779
930959411,ASSET SYSTEMS INC,PO BOX 14949,PORTLAND,OR,97293-0949,7082610,1263481
930401248,CHRISTIAN SCHOOL SOCIETY OF PORTLAND,12425 NE SAN RAFAEL ST,PORTLAND,OR,97230-1818,7032695,8445869
262499995,SUMMIT LEARNING CENTER,PO BOX 59,EAGLE CREEK,OR,97022-0059,6953597,4320185
930916864,OREGON MENNONITE RESIDENTIAL SERVICES INC,5353 COLUMBUS ST SE,ALBANY,OR,97322-7136,6838261,10087546
930845182,OREGON COLLEGE OF ORIENTAL MEDICINE,75 NW COUCH ST,PORTLAND,OR,97209-4018,6810613,7995345
931329922,KIDS UNLIMITED OF OREGON,821 N RIVERSIDE AVE,MEDFORD,OR,97501-4610,6798035,15025156
936174460,JAMES & LILA MILLER CHARITABLE TR,1805 NW GLISAN ST,PORTLAND,OR,97209-2010,6774776,5722879
930242330,OREGON FARM BUREAU FEDERATION,1320 CAPITOL ST NE STE 200,SALEM,OR,97301-7869,6760333,10208599
260172758,WILLAMETTE WORKFORCE PARTNERSHIP,626 HIGH ST NE STE 305,SALEM,OR,97301-2495,6748188,1439593
931029808,MCKENZIE RIVER TRUST,120 SHELTON MCMURPHEY BLVD STE 270,EUGENE,OR,97401-8718,6740948,10397445
931163452,LOMAKATSI RESTORATION PROJECT,PO BOX 3084,ASHLAND,OR,97520-0303,6692386,945487
930397825,METROPOLITAN FAMILY SERVICE,230 NE 2ND AVE STE 2,HILLSBORO,OR,97124-3074,6678570,7047218
930519925,NECA-IBEW ELECTRICAL TRAINING TRUST,16021 NE AIRPORT WAY,PORTLAND,OR,97230-4963,6658893,9635764
930811291,PORTLAND COMMUNITY COLLEGE FOUNDATION INC,PO BOX 19000,PORTLAND,OR,97280-0990,6647785,16586337
930891433,PATHWAY ENTERPRISES INC,1600 SKY PARK DR STE 101,MEDFORD,OR,97504-5889,6646100,4468277
930386875,NEIGHBORHOOD HOUSE INC,7780 SW CAPITOL HWY,PORTLAND,OR,97219-2477,6615534,7021927
930758732,YAMHILL COMMUNITY ACTION PARTNERSHIP,PO BOX 621,MCMINNVILLE,OR,97128-0621,6614316,4470879
931090005,JOIN,1435 NE 81ST AVE STE 100,PORTLAND,OR,97213-6757,6613628,2297463
930686681,CHILD CARE DEVELOPMENT SERVICES INC,123 E POWELL,GRESHAM,OR,97030-7624,6572504,601999
930504473,PORTLAND JEWISH ACADEMY,6651 SW CAPITOL HWY,PORTLAND,OR,97219-1914,6537920,3610615
931312090,SELF ENHANCEMENT FOUNDATION,3920 N KERBY AVE,PORTLAND,OR,97227-1255,6530424,26204199
462454893,MARION & POLK EARLY LEARNING HUB INC,1011 COMMERCIAL STREET NE,SALEM,OR,97301-1049,6525958,2348606
930513669,CLATSOP BEHAVIORAL HEALTHCARE,65 N HIGHWAY 101 STE 204,WARRENTON,OR,97146-9371,6523981,1881984
930429354,SUNSHINE DIVISION PORTLAND POLICE DEPT,687 N THOMPSON ST,PORTLAND,OR,97227-1820,6507451,6567638
931248274,BONNEVILLE ENVIRONMENTAL FOUNDATION,1500 SW FIRST AVENUE SUITE 885,PORTLAND,OR,97201-5824,6494035,16549518
930966461,SOUTH LANE MENTAL HEALTH SERVICES INC,PO BOX 5,COTTAGE GROVE,OR,97424-0001,6409611,3318408
931235821,FRANZ FOUNDATION,1211 SW 5TH AVE STE 2185,PORTLAND,OR,97204-3740,6364449,26407553
463274093,WINDING WATERS MEDICAL CLINIC,603 MEDICAL PKWY,ENTERPRISE,OR,97828-5124,6316696,2180306
931098105,FRIENDS OF THE CHILDREN-PORTLAND,44 NE MORRIS ST,PORTLAND,OR,97212-3015,6309907,6658418
930645605,ADDICTIONS RECOVERY CENTER INC,1003 E MAIN STREET,MEDFORD,OR,97504-7140,6290327,7522244
930278486,INTERNATIONAL ASSOCIATION OF SHEET METAL AIR RAIL & TRANSPORTATION,2379 NE 178TH AVE,PORTLAND,OR,97230-5957,6290203,10327073
472845537,EL PROGRAMA HISPANO CATOLICO,2740 SE POWELL BLVD STE 5,PORTLAND,OR,97202-2069,6260091,1219091
931233373,FAMILY BUILDING BLOCKS INC,2425 LANCASTER DR NE,SALEM,OR,97305-1220,6250962,5513473
930605594,FAMILY SOLUTIONS,201 W MAIN STREET,MEDFORD,OR,97501-2744,6246149,3451297
936050200,TVW INC,6615 SE ALEXANDER ST,HILLSBORO,OR,97123-8589,6242350,3011675
930394143,OREGON BAPTIST RETIREMENT HOME,1825 NE 108TH AVE,PORTLAND,OR,97220-3031,6195841,12840534
455252325,CURRY COMMUNITY HEALTH,PO BOX 810,GOLD BEACH,OR,97444-0810,6179106,3222981
930853709,THE WALLACE MEDICAL CONCERN,124 NE 181ST AVE,PORTLAND,OR,97230-6668,6156147,1699401
460534726,CENTRAL OREGON HEALTH COUNCIL,PO BOX 6689,BEND,OR,97708-6689,6142836,16323100
930757378,OPEN SCHOOL INC,7633 N WABASH AVE,PORTLAND,OR,97217-6031,6135793,10317448
566502391,RAYMOND FAMILY FOUNDATION TRUST INDENTURE AGREEMENT,PO BOX 12475,PORTLAND,OR,97212-0475,6056803,13386922
930817076,GRACE CASCADE CHRISTIAN SCHOOLS,855 CHEVY WAY,MEDFORD,OR,97504-4007,6039270,16720457
930771304,CONCORDIA UNIVERSITY FOUNDATION,2811 NE HOLMAN ST,PORTLAND,OR,97211-6099,6032743,12982345
930386976,YOUNG MENS CHRISTIAN ASSOCIATION OF ASHLAND,540 YMCA WAY,ASHLAND,OR,97520-1491,6022229,20575335
930115390,OREGON-COLUMBIA CHAPTER OF THE ASSOCIATED GENERAL CONTRACTORS OF,9450 SW COMMERCE CIR STE 200,WILSONVILLE,OR,97070-8859,5982869,6626239
200270777,HAUGLAND FAMILY FOUNDATION,PO BOX 40190,EUGENE,OR,97404-0027,5973869,18577342
463852365,WESTERN RIVERS FORESTRY,71 SW OAK ST STE 100,PORTLAND,OR,97204-3419,5925947,22369745
930951908,MID-COLUMBIA CHILDRENS COUNCIL INC,1100 E MARINA WAY STE 215,HOOD RIVER,OR,97031-2353,5902146,2094117
930425880,THE SALEM ACADEMY,1080 LANCASTER DR NE,SALEM,OR,97301-2936,5881813,5459621
943092446,SOUTH COAST HOSPICE & PALLIATIVE CARE SERVICES INC,1620 THOMPSON RD,COOS BAY,OR,97420-2150,5835524,3763059
930578172,HOUSING NORTHWEST INC,200 SW MARKET ST STE 575,PORTLAND,OR,97201-5719,5815703,59516406
931233656,JPR FOUNDATION INC,1250 SISKIYOU BLVD,ASHLAND,OR,97520-5001,5742456,12102606
364708840,YARG FOUNDATION,3805 N COLONIAL AVE,PORTLAND,OR,97227-1005,5739967,34212381
931149789,ALL HANDS RAISED,2069 NE HOYT ST,PORTLAND,OR,97232-2996,5733126,3729425
943111736,COLUMBIA CASCADE HOUSING CORPORATION,500 E 2ND ST,THE DALLES,OR,97058-2414,5725105,26918086
930386791,BOYS & GIRLS AID SOCIETY OF OREGON,9320 SW BARBUR BLVD STE 200,PORTLAND,OR,97219-5499,5660059,9748588
271643351,LOGOS CHARTER SCHOOL,400 EARHART ST,MEDFORD,OR,97501-7828,5646426,6857112
930563797,EUGENE MISSION,PO BOX 1149,EUGENE,OR,97440-1149,5643408,9345108
930584827,PEARL BUCK CENTER INC,3690 W 1ST AVE,EUGENE,OR,97402-5415,5636157,7076991
930751741,SUNNY OAKS INC,PO BOX 5150,SALEM,OR,97304-0150,5625271,1834707
237017274,EXCEED ENTERPRISES INC,5285 SE MALLARD WAY,MILWAUKIE,OR,97222-4609,5622133,3202759
930589987,SALEM CHILD DEVELOPMENT CENTER,PO BOX 7422,SALEM,OR,97303-0093,5620343,3564418
931250581,WATERFALL CLINIC INCORPORATED,1890 WAITE ST STE 1,NORTH BEND,OR,97459-1229,5600501,4201477
936033807,WESTERN OREGON UNIVERSITY DEVELOPMENT FOUNDATION,THE COTTAGE 345 N MONMOUTH AVENUE,MONMOUTH,OR,97361-0000,5585264,15673557
931271976,AUSPLUND TOOZE FAMILY FOUNDATION,5454 SW BURTON DR,PORTLAND,OR,97221-2522,5540529,8446655
930843383,TILLAMOOK FAMILY COUNSELING CENTER,906 MAIN AVE,TILLAMOOK,OR,97141-3816,5523460,4816662
237113266,LANE COMMUNITY COLLEGE FOUNDATION,4000 E 30TH AVE,EUGENE,OR,97405-0640,5518604,37143055
930269331,ROUND UP ASSOCIATION,PO BOX 609,PENDLETON,OR,97801-0609,5512286,2634235
936097406,WILLAMETTE CARPENTER TRAINING CENTER INC,4222 NE 158TH AVE,PORTLAND,OR,97230-5084,5493786,1221176
930496390,VIGILANT,6825 SW SANDBURG STREET,TIGARD,OR,97223-8192,5474788,10695720
820569407,EDUCATIONAL POLICY IMPROVEMENT CENTER,1700 MILLRACE DR,EUGENE,OR,97403-2536,5436744,3044342
980162025,GAKKO HOOJIN HOKKAIDO INTERNATIONAL SCHOOL,4800 SW MACADAM AVE STE 210,PORTLAND,OR,97239-3928,5428499,35043038
930386885,EASTER SEALS OREGON,7300 SW HUNZIKER RD STE 103,PORTLAND,OR,97223-8205,5390840,1876564
