period,ein,object_id,taxpayer_name,name,business_name1,business_name2,title,org_comp,related_comp
201612,930798039,201743139349302804,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,William Wiechmann,,,ASSISTANT SECRETARY,0,579647
201612,930798039,201743139349302804,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Kenneth R Wright,,,"VP, Dental Care Svcs - NW",0,500366
201612,930798039,201743139349302804,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Hong-Sze Yu,,,Assistant Secretary,0,431277
201612,930798039,201743139349302804,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Victoria Zatkin,,,"VP, Off of Brd & Corp Gov Svc",0,218511
201612,930798039,201743139349302804,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Mark Zemelman,,,"SVP, General Counsel & Secy",0,2000147
201712,930798039,201843129349302194,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Gregory Adams,,,"EVP, Group President",0,6589138
201712,930798039,201843129349302194,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Ramon F Baez,,,Director,0,216956
201712,930798039,201843129349302194,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Stephen Shawn Barton,,,"Exec Dir, Revenue Cycle - NW",0,470849
201712,930798039,201843129349302194,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Kristin Bear,,,Assistant Secretary,0,488285
201712,930798039,201843129349302194,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Regina M Benjamin MD MBA,,,Director,0,195085
201712,930798039,201843129349302194,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Maryann Bodayle,,,Assistant Secretary,0,220553
201712,930798039,201843129349302194,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Mark Charpentier,,,"VP, Mktg, Sls, Bus Dev & Comm",0,198016
201712,930798039,201843129349302194,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Jeffery E Epstein,,,Director,0,209793
201712,930798039,201843129349302194,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Keith Forrester,,,"VP, MSBD - Northwest",0,633024
201712,930798039,201843129349302194,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Daniel Garcia,,,"SVP, Chief Compliance Officer",0,593429
201712,930798039,201843129349302194,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Bernice Gould,,,Assistant Secretary,0,331645
201712,930798039,201843129349302194,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,George Halvorson,,,Chairman,0,54672
201712,930798039,201843129349302194,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Leslie S Heisz,,,Director,0,221011
201712,930798039,201843129349302194,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,David F Hoffmeister,,,Director,0,228956
201712,930798039,201843129349302194,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Francisco Hurtarte,,,"VP, HR - Northwest",0,648375
201712,930798039,201843129349302194,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Judith A Johansen JD,,,Director,0,245223
201712,930798039,201843129349302194,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Kim J Kaiser,,,Director,0,229212
201712,930798039,201843129349302194,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,David Lake,,,"VP, Strategy & Health Plan Ops",0,576615
201712,930798039,201843129349302194,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Kathryn Lancaster,,,EVP & CFO,0,3723333
201712,930798039,201843129349302194,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Nancy L Lee,,,"VP, Quality & Service - NW",0,629644
201712,930798039,201843129349302194,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Andrew Mcculloch,,,Regional President - Northwest,0,4328698
201712,930798039,201843129349302194,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Thomas Meier,,,"SVP, Corporate Treasurer",0,1316262
201712,930798039,201843129349302194,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Susan Mullaney,,,"VP, COO - NW",0,1700756
201712,930798039,201843129349302194,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Janet O'Hollaren,,,Interim Regional President,0,883660
201712,930798039,201843129349302194,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Donald Orndoff,,,"SVP, NFS",0,1204592
201712,930798039,201843129349302194,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Edward Y W Pei,,,Director,0,245488
201712,930798039,201843129349302194,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Margaret E Porfido JD,,,Director,0,273015
201712,930798039,201843129349302194,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,J Neal Purcell,,,Director,0,48745
201712,930798039,201843129349302194,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Karen Schartman,,,VP & CFO,0,1135905
201712,930798039,201843129349302194,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Jacqueline Sellers,,,Assistant Secretary,0,458664
201712,930798039,201843129349302194,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Richard Shannon MD,,,Director,0,208000
201712,930798039,201843129349302194,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Xuejun J Smith,,,Chief Financial Officer,0,484469
201712,930798039,201843129349302194,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Arthur Southam,,,"EVP, Health Plan Operations",0,4007202
201712,930798039,201843129349302194,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Deborah Stokes,,,"SVP,Corporate Controller & CAO",0,165396
201712,930798039,201843129349302194,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Cynthia A Telles PHD,,,Director,0,233956
201712,930798039,201843129349302194,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Bernard Tyson,,,Chairman & CEO,0,16082753
201712,930798039,201843129349302194,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Alfonse Upshaw,,,"SVP,Corporate Controller & CAO",0,1007260
201712,930798039,201843129349302194,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Eugene Washington MD,,,Director,0,193495
201712,930798039,201843129349302194,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Wendy N Watson,,,"VP, Ambulatory Care, Clin Svcs",0,658703
201712,930798039,201843129349302194,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,William Wiechmann,,,Assistant Secretary,0,747270
201712,930798039,201843129349302194,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Kenneth R Wright,,,"VP, Dental Care Svcs - NW",0,514899
201712,930798039,201843129349302194,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Hong-Sze Yu,,,"VP, Brd & Corp Gov & Asst Secy",0,510564
201712,930798039,201843129349302194,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Victoria Zatkin,,,"VP, Off of Brd & Corp Gov Svcs",0,105278
201712,930798039,201843129349302194,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Mark Zemelman,,,"SVP, General Counsel & Secy",0,2669812
201612,840591617,201713139349302526,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Gregory Adams,,,"EVP, Group President",0,3145675
201612,840591617,201713139349302526,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Jandel T Allen-Davis,,,"VP, Govt & External Relations",0,490590
201612,840591617,201713139349302526,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Suzanne Anest,,,"VP, MSBD - Colorado",0,508807
201612,840591617,201713139349302526,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Ramon F Baez,,,Director,0,152591
201612,840591617,201713139349302526,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Vanessa Benavides,,,"SVP, Chief Comp & Priv Officer",0,810291
201612,840591617,201713139349302526,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Regina M Benjamin MD MBA,,,Director,0,197178
201612,840591617,201713139349302526,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Maryann Bodayle,,,ASSISTANT SECRETARY,0,199780
201612,840591617,201713139349302526,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Justin C Chang,,,"VP, Quality & Innovation",0,534458
201612,840591617,201713139349302526,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Thomas W Chapman EDD,,,Director,0,513713
201612,840591617,201713139349302526,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Jeffrey E Epstein,,,Director,0,206871
201612,840591617,201713139349302526,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Keith Evans,,,"VP, MSBD - CO",0,682098
201612,840591617,201713139349302526,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Daniel Garcia,,,"SVP, Chief Compliance Officer",0,1139765
201612,840591617,201713139349302526,KAISER FOUNDATION HEALTH PLAN OF COLORADO,J Eugene Grisby iii PhD,,,Director,0,27039
201612,840591617,201713139349302526,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Jeffrey Hahn,,,Senior Program Manager,0,265879
201612,840591617,201713139349302526,KAISER FOUNDATION HEALTH PLAN OF COLORADO,George Halvorson,,,Chairman,0,41378
201612,840591617,201713139349302526,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Jerry F Hartbarger,,,"VP, HR - Colorado",0,466594
201612,840591617,201713139349302526,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Leslie S Heisz,,,Director,0,215118
201612,840591617,201713139349302526,KAISER FOUNDATION HEALTH PLAN OF COLORADO,David Hoffmeister,,,Director,0,225809
201612,840591617,201713139349302526,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Judith A Johansen JD,,,Director,0,240707
201612,840591617,201713139349302526,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Kim J Kaiser,,,Director,0,216547
201612,840591617,201713139349302526,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Kathryn Lancaster,,,EVP & CFO,0,3269827
201612,840591617,201713139349302526,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Donna Lynne,,,"EVP, GP & Region Pres - CO",0,5345394
201612,840591617,201713139349302526,KAISER FOUNDATION HEALTH PLAN OF COLORADO,R Roland Lyon,,,Regional President - Colorado,0,798938
201612,840591617,201713139349302526,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Philip A Marineau,,,Director,0,229371
201612,840591617,201713139349302526,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Denise Mckenna,,,"VP, HPSA - CO",0,537823
201612,840591617,201713139349302526,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Shawn J Mehta,,,"VP, HPSA - Colorado",0,803053
201612,840591617,201713139349302526,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Thomas Meier,,,"SVP, Corporate Treasurer",0,1189582
201612,840591617,201713139349302526,KAISER FOUNDATION HEALTH PLAN OF COLORADO,James Newsome,,,"VP, Finance",0,472726
201612,840591617,201713139349302526,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Donald Orndoff,,,"SVP, NFS",0,1152155
201612,840591617,201713139349302526,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Edward Pei,,,Director,0,244739
201612,840591617,201713139349302526,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Margaret E Porfido JD,,,Director,0,247358
201612,840591617,201713139349302526,KAISER FOUNDATION HEALTH PLAN OF COLORADO,J Neal Purcell,,,Director,0,46000
201612,840591617,201713139349302526,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Rochelle Roth,,,ASSISTANT SECRETARY,0,392460
201612,840591617,201713139349302526,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Eric C Saltmarsh,,,"VP, Ops Planning & Perf Analys",0,744292
201612,840591617,201713139349302526,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Jacqueline Sellers,,,ASSISTANT SECRETARY,0,353210
201612,840591617,201713139349302526,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Richard Shannon MD,,,Director,0,212000
201612,840591617,201713139349302526,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Arthur Southam,,,"EVP, Health Plan Operations",0,3240051
201612,840591617,201713139349302526,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Deborah Stokes,,,"SVP,Corporate Controller & CAO",0,507864
201612,840591617,201713139349302526,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Paul M Swenson,,,SVP & Chief Strategy Officer,0,1278137
201612,840591617,201713139349302526,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Cynthia A Telles PHD,,,Director,0,223809
201612,840591617,201713139349302526,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Bernard Tyson,,,Chairman & CEO,0,8529498
201612,840591617,201713139349302526,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Alfonse Upshaw,,,"SVP,Corporate Controller & CAO",0,724926
201612,840591617,201713139349302526,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Eugene Washington MD,,,Director,0,186626
201612,840591617,201713139349302526,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Matthew Weber,,,Assistant Secretary,0,589420
201612,840591617,201713139349302526,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Nancy Wollen,,,"SVP, Chief Operating Officer",0,1157127
201612,840591617,201713139349302526,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Hong-Sze Yu,,,Assistant Secretary,0,431277
201612,840591617,201713139349302526,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Victoria Zatkin,,,"VP, Off of Brd & Corp Gov Svc",0,218511
201612,840591617,201713139349302526,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Mark Zemelman,,,"SVP, General Counsel & Secy",0,2000147
201712,840591617,201833129349302398,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Gregory Adams,,,"EVP, Group President",0,6589138
201712,840591617,201833129349302398,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Jandel T Allen-Davis,,,"VP, Govt & External Relations",0,630809
201712,840591617,201833129349302398,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Suzanne Anest,,,"VP, MSBD - Colorado",0,724754
201712,840591617,201833129349302398,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Ramon F Baez,,,Director,0,216956
201712,840591617,201833129349302398,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Kristin Bear,,,Assistant Secretary,0,488285
201712,840591617,201833129349302398,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Vanessa Benavides,,,"SVP, Chief Comp & Priv Officer",0,1114215
201712,840591617,201833129349302398,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Regina M Benjamin MD MBA,,,Director,0,195085
201712,840591617,201833129349302398,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Maryann Bodayle,,,Assistant Secretary,0,220553
201712,840591617,201833129349302398,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Justin C Chang,,,"VP, Quality & Innovation",0,618035
201712,840591617,201833129349302398,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Laura English,,,"VP, CFO - CO",0,432933
201712,840591617,201833129349302398,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Jeffery E Epstein,,,Director,0,209793
201712,840591617,201833129349302398,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Keith Evans,,,"VP, MSBD - CO",0,720515
201712,840591617,201833129349302398,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Daniel Garcia,,,"SVP, Chief Compliance Officer",0,593429
201712,840591617,201833129349302398,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Bernice Gould,,,Assistant Secretary,0,331645
201712,840591617,201833129349302398,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Jeffrey Hahn,,,Senior Program Manager,0,307590
201712,840591617,201833129349302398,KAISER FOUNDATION HEALTH PLAN OF COLORADO,George Halvorson,,,Chairman,0,54672
201712,840591617,201833129349302398,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Jerry F Hartbarger,,,"VP, HR - Colorado",0,541497
201712,840591617,201833129349302398,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Leslie S Heisz,,,Director,0,221011
201712,840591617,201833129349302398,KAISER FOUNDATION HEALTH PLAN OF COLORADO,David F Hoffmeister,,,Director,0,228956
201712,840591617,201833129349302398,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Shawn J Mehta,,,"VP, HPSA - Colorado",0,666731
201712,840591617,201833129349302398,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Judith A Johansen JD,,,Director,0,245223
201712,840591617,201833129349302398,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Kim J Kaiser,,,Director,0,229212
201712,840591617,201833129349302398,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Kathryn Lancaster,,,EVP & CFO,0,3723333
201712,840591617,201833129349302398,KAISER FOUNDATION HEALTH PLAN OF COLORADO,R Roland Lyon,,,Regional President - Colorado,0,1256141
201712,840591617,201833129349302398,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Denise Mckenna,,,"VP, HPSA - CO",0,404709
201712,840591617,201833129349302398,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Thomas Meier,,,"SVP, Corporate Treasurer",0,1316262
201712,840591617,201833129349302398,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Jennifer L Misajet,,,"VP, Care Del Ops-External Svcs",0,568388
201712,840591617,201833129349302398,KAISER FOUNDATION HEALTH PLAN OF COLORADO,James Newsome,,,"VP, Finance",0,196728
201712,840591617,201833129349302398,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Donald Orndoff,,,"SVP, NFS",0,1204592
201712,840591617,201833129349302398,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Edward Y W Pei,,,Director,0,245488
201712,840591617,201833129349302398,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Margaret E Porfido JD,,,Director,0,273015
201712,840591617,201833129349302398,KAISER FOUNDATION HEALTH PLAN OF COLORADO,J Neal Purcell,,,Director,0,48745
201712,840591617,201833129349302398,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Rochelle Roth,,,Assistant Secretary,0,436154
201712,840591617,201833129349302398,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Jacqueline Sellers,,,Assistant Secretary,0,458664
201712,840591617,201833129349302398,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Richard Shannon MD,,,Director,0,208000
201712,840591617,201833129349302398,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Arthur Southam,,,"EVP, Health Plan Operations",0,4007202
201712,840591617,201833129349302398,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Deborah Stokes,,,"SVP,Corporate Controller & CAO",0,165396
201712,840591617,201833129349302398,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Paul Swenson,,,SVP & Chief Strategy Officer,0,1757238
201712,840591617,201833129349302398,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Jason M Tacha,,,"VP, Care Delivery - Ambulatory",0,495563
201712,840591617,201833129349302398,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Cynthia A Telles PHD,,,Director,0,233956
201712,840591617,201833129349302398,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Bernard Tyson,,,Chairman & CEO,0,16082753
201712,840591617,201833129349302398,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Alfonse Upshaw,,,"SVP,Corporate Controller & CAO",0,1007260
201712,840591617,201833129349302398,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Eugene Washington MD,,,Director,0,193495
201712,840591617,201833129349302398,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Matthew Weber,,,Assistant Secretary,0,583825
201712,840591617,201833129349302398,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Nancy Wollen,,,"SVP, Chief Operating Officer",0,539408
201712,840591617,201833129349302398,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Hong-Sze Yu,,,"VP, Brd & Corp Gov & Asst Secy",0,510564
201712,840591617,201833129349302398,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Victoria Zatkin,,,"VP, Off of Brd & Corp Gov Svcs",0,105278
201712,840591617,201833129349302398,KAISER FOUNDATION HEALTH PLAN OF COLORADO,Mark Zemelman,,,"SVP, General Counsel & Secy",0,2669812
201612,910511770,201733149349302708,KAISER FOUNDATION HEALTH PLAN OF WASHINGTON FKA GROUP HEALTH COOPERATIVE,SCOTT ELLIOT ARMSTRONG,,,PRESIDENT & CEO,2253049,0
201612,910511770,201733149349302708,KAISER FOUNDATION HEALTH PLAN OF WASHINGTON FKA GROUP HEALTH COOPERATIVE,ERIN D LEFF,,,EVP; Group Practice Division,888436,0
201612,910511770,201733149349302708,KAISER FOUNDATION HEALTH PLAN OF WASHINGTON FKA GROUP HEALTH COOPERATIVE,Sarah B Yates,,,EVP & General Counsel,768687,0
201612,910511770,201733149349302708,KAISER FOUNDATION HEALTH PLAN OF WASHINGTON FKA GROUP HEALTH COOPERATIVE,Christopher M Knackstedt,,,EVP; Chief Financial Officer,680199,0
201612,910511770,201733149349302708,KAISER FOUNDATION HEALTH PLAN OF WASHINGTON FKA GROUP HEALTH COOPERATIVE,Linda M Breard,,,EVP; Chief Financial Officer,675896,0
