,year,ein,object_id,taxpayer_name,form,source,compensation,INCOME_AMT,ASSET_AMT,REVENUE_AMT,TAX_PERIOD_y,NTEE_CD
10518,2018,262941918,201941359349203634,TIGARD LACROSSE CLUB,IRS990EZ,ez_part_i,,58477.0,15778.0,58319.0,201806.0,N99
8504,2018,936030812,201941359349203554,SILVERTON ARTS ASSOCIATION,IRS990EZ,ez_part_i,43169.0,112268.0,93533.0,112268.0,201812.0,A20
12704,2018,202273354,201941359349203319,MID-COLUMBIA VETERANS MEMORIAL COMM,IRS990EZ,ez_part_i,,1023.0,5898.0,1023.0,201812.0,A84
10398,2018,814260987,201941359349202779,PORTLAND CHAPTER OF RCI,IRS990EZ,ez_part_i,,60876.0,38216.0,53042.0,201812.0,U02
8734,2018,811661342,201941359349202169,HOOD RIVER SOARING,IRS990EZ,ez_part_i,,104896.0,162673.0,104896.0,201812.0,N60
9722,2018,474076985,201941359349202124,EPIC GLOBAL MISSIONS INC,IRS990EZ,ez_part_i,,76552.0,14006.0,75232.0,201812.0,X20
12898,2018,263625967,201941359349202044,CANBY VOLLEYBALL CLUB INC,IRS990EZ,ez_part_i,,0.0,8489.0,0.0,201812.0,N60
10628,2018,841719211,201941359349201164,LIFE SEEDS,IRS990EZ,ez_part_i,,56844.0,33615.0,56844.0,201812.0,P99
9456,2018,824559361,201941359349200514,FLASHBACK CRUZ BEND,IRS990EZ,ez_part_i,0.0,82919.0,20041.0,20041.0,201812.0,T31
8348,2018,930801217,201941359349200109,MT BACHELOR KENNEL CLUB,IRS990EZ,ez_part_i,,118092.0,72513.0,118092.0,201812.0,
8880,2018,273214817,201941359349200009,LA PINE PARK AND RECREATION FOUNDATION,IRS990EZ,ez_part_i,,100624.0,56402.0,100624.0,201812.0,N11
6360,2018,931188551,201941359349103929,DAY MANAGEMENT EDUCATIONAL FOUNDATION,IRS990PF,pf_part_i,0.0,230534.0,703610.0,,201806.0,B82Z
6190,2018,931282998,201941359349103714,MATTHEW S ESSIEH AND FAMILY FOUNDATION,IRS990PF,pf_part_i,,243112.0,710405.0,,201812.0,T22
11688,2018,272796721,201941359349102654,HELP THE CHARITY,IRS990PF,pf_part_i,0.0,29560.0,161120.0,,201812.0,B12
3910,2018,936026550,201941359349102429,WOODARD FAMILY FOUNDATION,IRS990PF,pf_part_i,48334.0,597591.0,8920670.0,,201806.0,
2984,2018,830501956,201941359349102364,MERLIN AND JO ANN FJARLI FOUNDATION INC,IRS990PF,pf_part_i,26000.0,958683.0,4138852.0,,201812.0,T20
11048,2018,931250187,201941359349102174,SKELLIGS INC CO BUCKLEY LAW PC,IRS990PF,pf_part_i,0.0,47465.0,49282.0,,201812.0,T22
6070,2018,930624349,201941349349309889,MENTAL HEALTH ASSOCIATION OF BENTON COUNTY,IRS990,part_i,192153.0,253215.0,320447.0,253215.0,201806.0,P99Z
70,2018,930430029,201941349349309339,TUALITY HEALTHCARE,IRS990,part_i,106343780.0,204584766.0,150513163.0,204584766.0,201806.0,E220
7618,2018,202344144,201941349349309249,RENAISSANCE COURT INC,IRS990,part_i,0.0,149307.0,2753407.0,149307.0,201806.0,L21
1000,2018,930681409,201941349349309044,CHILDPEACE MONTESSORI COMMUNITY,IRS990,part_i,3625298.0,5250129.0,10304438.0,5214319.0,201806.0,
5122,2018,237444610,201941349349309034,OPEN DOOR FOUNDATION,IRS990,part_i,0.0,359835.0,1057712.0,63115.0,201806.0,B25I
864,2018,472845537,201941349349308689,EL PROGRAMA HISPANO CATOLICO,IRS990,part_i,4045953.0,6736473.0,1669242.0,6736473.0,201806.0,P20
3032,2018,300030212,201941349349308504,IMPLEMENTATION SCIENCES INTERNATIONAL INC,IRS990,part_i,671289.0,933701.0,577363.0,933701.0,201806.0,P02
142,2018,271789847,201941349349306584,SAINT ALPHONSUS MEDICAL CENTER - ONTARIO INC,IRS990,part_i,31552986.0,79594493.0,71400438.0,79442806.0,201806.0,
2172,2018,930576782,201941349349306089,CENTRAL INSIDE ELECTRICAL JOINT APPRENTICESHIP AND TRAINING TRUST,IRS990,part_i,571888.0,1674882.0,3568870.0,1321236.0,201806.0,J22Z
2178,2018,930751507,201941349349306074,TUALITY HEALTHCARE FOUNDATION,IRS990,part_i,0.0,1651939.0,8445323.0,1354302.0,201806.0,E60
1866,2018,813225629,201941349349305894,CBRS ALLIANCE CO VITAL TECHNICAL MARKETING INC,IRS990,part_i,0.0,2182103.0,2112031.0,2182103.0,201812.0,S40
160,2018,930389726,201941349349304004,NORTHWEST COMMUNITY CREDIT UNION,IRS990,part_i,22922668.0,67340225.0,1154635512.0,67314639.0,201812.0,
2164,2018,930386851,201941349349303314,JEWISH FAMILY AND CHILD SERVICE,IRS990,part_i,1270416.0,1692712.0,2552894.0,1666872.0,201806.0,P400
1420,2018,800252850,201941349349301519,APANO COMMUNITIES UNITED FUND,IRS990,part_i,1206270.0,3192174.0,2619732.0,3157741.0,201806.0,
684,2018,931099406,201941349349301439,LINN BENTON FOOD SHARE,IRS990,part_i,0.0,9476359.0,3380123.0,9476359.0,201806.0,K33Z
2574,2018,931283107,201941349349301414,BODYVOX INC,IRS990,part_i,725095.0,1249467.0,442678.0,1212513.0,201806.0,A62
5588,2018,931202061,201941349349300204,CHIMPS INC,IRS990,part_i,189927.0,304020.0,830592.0,250624.0,201812.0,D310
11344,2018,472521692,201941349349205009,CHAPLAINCY SOLUTIONS,IRS990EZ,ez_part_i,14436.0,39528.0,12939.0,39528.0,201812.0,X99
11246,2018,943098012,201941349349204949,OREGON DUCK HUNTERS ASSOCIATION,IRS990EZ,ez_part_i,,42326.0,91604.0,29807.0,201812.0,
8938,2018,931156570,201941349349204844,TOLEDO COMMUNITY FOUNDATION,IRS990EZ,ez_part_i,,98407.0,97793.0,98407.0,201806.0,T31
8962,2018,263350335,201941349349203664,LAURELHURST SOCCER CLUB JEFF ENQUIST,IRS990EZ,ez_part_i,,97771.0,49579.0,97771.0,201812.0,N64
11536,2018,274287533,201941349349202529,TSUGA COMMUNITY COMMISSION,IRS990EZ,ez_part_i,,34144.0,2034.0,33511.0,201812.0,O50
10564,2018,930940794,201941349349202474,LAKE CO OREGON LIBRARY ENDOWMENT FUND,IRS990EZ,ez_part_i,,57736.0,313135.0,56066.0,201812.0,
7064,2018,930329216,201941349349202074,LAKE COUNTY CHAMBER OF COMMERCE,IRS990EZ,ez_part_i,78737.0,175885.0,160359.0,142153.0,201812.0,
8446,2018,812970794,201941349349201374,APANO,IRS990EZ,ez_part_i,71062.0,114186.0,60197.0,114186.0,201806.0,A23
4610,2018,461292383,201941349349103364,ORCASONG INSTITUTE,IRS990PF,pf_part_i,0.0,435351.0,630133.0,,201806.0,T02
10466,2018,472535169,201941349349103104,MUSTARD SEED FAITH FOUNDATION,IRS990PF,pf_part_i,,59605.0,152414.0,,201812.0,T20
2964,2018,931305216,201941349349102454,WALTER R BEHRENS FOUNDATION,IRS990PF,pf_part_i,,966991.0,1729276.0,,201812.0,B112
1942,2018,936088946,201941339349308174,MERCY FOUNDATION INC,IRS990,part_i,0.0,2039175.0,4155428.0,1763328.0,201806.0,
7642,2018,263758815,201941339349307884,RICHARD E WILDISH COMMUNITY THEATER,IRS990,part_i,71706.0,147786.0,2348578.0,147786.0,201806.0,A65
7446,2018,311715321,201941339349307829,RVM MYRTLE CREEK II HOUSING CORPORATION PLAZA RETIREMENT COMMUNITY,IRS990,part_i,37416.0,157621.0,1200623.0,157621.0,201806.0,L22
5322,2018,900292647,201941339349307784,RVM MANSFIELD HOUSING CORPORATION MAGNOLIA HEIGHTS RETIREMENT COMMUNITY,IRS990,part_i,120950.0,331947.0,3866233.0,331947.0,201806.0,L22
3850,2018,931064520,201941339349307699,SEXUAL ASSAULT SUPPORT SERVICES,IRS990,part_i,453895.0,609339.0,519015.0,609339.0,201806.0,F42Z
6042,2018,943212537,201941339349307694,RVM MEDFORD II HOUSING CORPORATION LARSON CREEK RETIREMENT CENTER,IRS990,part_i,117504.0,255336.0,1238730.0,255336.0,201806.0,L22
4452,2018,311662208,201941339349307674,RVM DAVIS HOUSING CORPORATION SHASTA POINT RETIREMENT COMMUNITY,IRS990,part_i,124731.0,471779.0,3840795.0,471779.0,201806.0,L22
7386,2018,943260016,201941339349307609,RVM BEND II HOUSING CORPORATION PILOT BUTTE II RETIREMENT CENTER,IRS990,part_i,46796.0,159503.0,1076303.0,159503.0,201806.0,L22
5328,2018,300037898,201941339349307589,RVM PORTLAND II HOUSING CORPORATION WOODLAND HEIGHTS RETIREMENT COMMUNITY,IRS990,part_i,126626.0,331091.0,2866835.0,331091.0,201806.0,L22
8738,2018,454839314,201941339349307454,CSP KEHILLAH HOUSING,IRS990,part_i,17726.0,104877.0,3569182.0,104877.0,201806.0,L21
5306,2018,237448353,201941339349307404,ANIMAL AID INC,IRS990,part_i,129512.0,333712.0,1466638.0,318910.0,201812.0,D200
2422,2018,208049325,201941339349307374,LONG TOM WATERSHED COUNCIL,IRS990,part_i,449185.0,1374250.0,581647.0,1374250.0,201806.0,C32
5382,2018,810603385,201941339349306824,POLARIS DANCE THEATRE,IRS990,part_i,208993.0,325132.0,160418.0,325132.0,201806.0,A62
1754,2018,911748485,201941339349306429,DESCHUTES RIVER CONSERVANCY,IRS990,part_i,631856.0,2367439.0,1593586.0,2331152.0,201809.0,C30Z
7032,2018,911805850,201941339349306394,BREES FOUNDATION FOR BREAST CANCER,IRS990,part_i,96570.0,178773.0,39505.0,177630.0,201812.0,G30
3522,2018,272131195,201941339349306169,CENTRAL OREGON LOCAVORE,IRS990,part_i,104894.0,742943.0,71924.0,678006.0,201812.0,S20
162,2018,930444581,201941339349305899,OREGON STATE CREDIT UNION,IRS990,part_i,21347032.0,67232349.0,1316827425.0,59866405.0,201812.0,
12628,2018,472174084,201941339349303499,R10 MINISTRIES INC,IRS990,part_i,0.0,2620.0,82805.0,2620.0,201812.0,X20
9432,2018,931191688,201941339349303494,CHILDRENS MUSEUM OF EASTERN OREGON,IRS990,part_i,35142.0,83532.0,151012.0,70672.0,201812.0,A520
8650,2018,930508041,201941339349301894,FRIENDSHIP MASONIC LODGE NO 160 AF AND AM,IRS990,part_i,9000.0,107784.0,1760266.0,107784.0,201812.0,
5504,2018,931268069,201941339349301889,ELKTON COMMUNITY EDUCATION CENTER INC,IRS990,part_i,153574.0,311490.0,648158.0,244211.0,201812.0,B90
296,2018,930386880,201941339349301164,OREGON HUMANE SOCIETY,IRS990,part_i,10822447.0,28739045.0,73979925.0,27959893.0,201812.0,D200
832,2018,930845182,201941339349300344,OREGON COLLEGE OF ORIENTAL MEDICINE,IRS990,part_i,4503949.0,7081400.0,7870952.0,6768238.0,201806.0,B54Z
4042,2018,930878422,201941339349300339,ALLIANCE FRANCAISE DE PORTLAND,IRS990,part_i,299626.0,568050.0,924775.0,504560.0,201812.0,A230
10826,2018,237079756,201941339349204874,ROTARY INTERNATIONAL SEASIDE ROTARY,IRS990EZ,ez_part_i,,52124.0,36470.0,52124.0,201806.0,
9844,2018,943114125,201941339349204694,GRESHAM FARMERS MARKET ASSOCIATION INC,IRS990EZ,ez_part_i,29710.0,73299.0,26365.0,73299.0,201812.0,K30
11900,2018,820788303,201941339349204259,GRAFTED IN,IRS990EZ,ez_part_i,27000.0,23000.0,1394.0,23000.0,201812.0,X99
7100,2018,943150636,201941339349203989,WILLAMETTE MASTER CHORUS,IRS990EZ,ez_part_i,45015.0,173813.0,133202.0,166914.0,201806.0,A6BZ
10474,2018,474506949,201941339349203894,STRONG INTERNATIONAL INC,IRS990EZ,ez_part_i,,59502.0,11933.0,59502.0,201812.0,Q30
10552,2018,930622244,201941339349203579,START HERE PRESCHOOL,IRS990EZ,ez_part_i,26625.0,57915.0,131540.0,55644.0,201806.0,B21Z
12286,2018,823146658,201941339349202374,VETERANS HEALING FOUNDATION,IRS990EZ,ez_part_i,,12291.0,2271.0,10521.0,201812.0,E70
12128,2018,930790718,201941339349201634,PRAIRIE CITY SENIOR CITIZENS,IRS990EZ,ez_part_i,,15942.0,156428.0,15942.0,201812.0,
9892,2018,311082256,201941339349200334,FRIENDS OF JOSEPHINE COUNTY SEARCH AND RESCUE,IRS990EZ,ez_part_i,,72245.0,456965.0,62727.0,201812.0,M23
12438,2018,320406192,201941339349200329,INTERNATIONAL ASSOCIATION OF EATING DISORDERS PROFESSIONALS WILLAMETTE VALL Y CHAPTER,IRS990EZ,ez_part_i,,7900.0,9754.0,7900.0,201812.0,F53
11540,2018,930856384,201941339349200219,SALEM CONCERT BAND,IRS990EZ,ez_part_i,2280.0,34002.0,23202.0,33613.0,201806.0,
10374,2018,330592687,201941339349104159,COFFMAN FAMILY FOUNDATION,IRS990PF,pf_part_i,0.0,61394.0,17822.0,,201812.0,
6918,2018,474893444,201941339349103919,SDG FOUNDATION,IRS990PF,pf_part_i,0.0,184241.0,1652891.0,,201812.0,T22
12838,2018,812530190,201941339349103689,OREGON OLIVE GROWERS FOUNDATION,IRS990PF,pf_part_i,0.0,1.0,24652.0,,201812.0,B82
12486,2018,203503022,201941339349103049,WORKMANSHIP INTERNATIONAL CHARITABLE FOUNDATION INC,IRS990PF,pf_part_i,,6144.0,131186.0,,201812.0,Q33
11854,2018,931304439,201941339349102354,WESTON FAMILY FOUNDATION,IRS990PF,pf_part_i,0.0,24427.0,779680.0,,201812.0,T21
11748,2018,814679941,201941339349102289,PANCHURA QUAS FAMILY FOUNDATION,IRS990PF,pf_part_i,,27839.0,441839.0,,201812.0,T20
908,2018,721574570,201941339349101809,GLORY FOUNDATION,IRS990PF,pf_part_i,,6200344.0,236011.0,,201812.0,T20
5258,2018,510489285,201941319349300339,COLLECTIVE EYE,IRS990,part_i,115163.0,340194.0,65641.0,340194.0,201812.0,A31
3676,2018,930936464,201941309349305504,HILLSBORO SWIM TEAM,IRS990,part_i,269125.0,670463.0,322869.0,655689.0,201812.0,N66Z
572,2018,930400250,201941309349305374,AGRICULTURAL RESEARCH FOUNDATION,IRS990,part_i,287796.0,12181178.0,29492954.0,9719163.0,201806.0,
5482,2018,936025357,201941309349305359,VERY LITTLE THEATRE INC,IRS990,part_i,44053.0,313139.0,1122176.0,313139.0,201806.0,
386,2018,930977166,201941309349305149,HUMAN SOLUTIONS INC,IRS990,part_i,5007833.0,20730961.0,31440112.0,20699913.0,201806.0,S200
10128,2018,931218274,201941309349304979,COBURN WOODS INC,IRS990,part_i,0.0,66974.0,535087.0,66974.0,201806.0,L80
6196,2018,911803863,201941309349304929,OREGON FOSTER PARENT ASSOCIATION,IRS990,part_i,0.0,242714.0,153991.0,242714.0,201806.0,P32
1878,2018,465759569,201941309349304909,CHILDRENS CANCER THERAPY DEVELOPMENT INSTITUTE,IRS990,part_i,858050.0,2168938.0,1222909.0,2168938.0,201806.0,
4464,2018,813713195,201941309349304879,GEN-Z CONSORTIUM INC CO VITAL TECHNICAL MARKETING INC,IRS990,part_i,0.0,464688.0,683270.0,464688.0,201812.0,S41
6184,2018,911829239,201941309349304564,COALITION OF COMMUNITY HEALTH CLINICS,IRS990,part_i,261272.0,243338.0,372949.0,218945.0,201806.0,E70
6850,2018,930945870,201941309349304364,ROCKY POINT FIRE AND EMS,IRS990,part_i,36238.0,188424.0,280165.0,173953.0,201806.0,M24
10728,2018,237181141,201941309349304084,POLK COUNTY HISTORICAL SOCIETY,IRS990,part_i,0.0,54797.0,796117.0,52774.0,201812.0,
34,2018,930257765,201941309349303759,ONPOINT COMMUNITY CREDIT UNION,IRS990,part_i,65732230.0,349952714.0,5392942516.0,237149429.0,201812.0,
6368,2018,813934437,201941309349303299,BUILT OREGON BUILT OREGON,IRS990,part_i,0.0,229849.0,164541.0,229849.0,201812.0,S30
3500,2018,936024785,201941309349303079,OREGON PHYSICAL THERAPY ASSOCIATION,IRS990,part_i,0.0,748627.0,506358.0,206711.0,201812.0,
702,2018,731675402,201941309349302999,LATINO NETWORK,IRS990,part_i,5646671.0,9210652.0,1839906.0,9118170.0,201806.0,P84
526,2018,273445544,201941309349301724,ORBIS CASCADE ALLIANCE,IRS990,part_i,981823.0,13682504.0,6663298.0,13682504.0,201806.0,
554,2018,510163758,201941309349301614,OREGON INSURANCE GUARANTY ASSOCIATION,IRS990,part_i,143582.0,12766076.0,60678133.0,3729007.0,201812.0,
2540,2018,930696250,201941309349301019,OREGON COAST COUNCIL FOR THE ARTS,IRS990,part_i,236988.0,1278549.0,2595413.0,1253030.0,201806.0,
4572,2018,510185021,201941309349300929,OREGON CENTER FOR THE PHOTOGRAPHIC ARTS,IRS990,part_i,171580.0,442802.0,2011172.0,381248.0,201806.0,
2894,2018,452747042,201941309349300924,AIRFUEL ALLIANCE CO VITAL TECHNICAL MARKETING INC,IRS990,part_i,196366.0,1005652.0,1351225.0,1005652.0,201812.0,U034
4758,2018,930446513,201941309349300234,COOS COUNTY HISTORICAL SOCIETY,IRS990,part_i,243968.0,413271.0,15703544.0,357728.0,201812.0,
10786,2018,943154534,201941309349202954,TAFT TIGERS BOOSTERS,IRS990EZ,ez_part_i,,53360.0,6795.0,46737.0,201806.0,B25I
11418,2018,936090337,201941309349202644,ROUND LAKE CHRISTIAN CAMP,IRS990EZ,ez_part_i,,37412.0,64100.0,37412.0,201812.0,X20
8102,2018,205270198,201941309349202084,FRIENDS OF THE HISTORIC COLUMBIA RIVER H,IRS990EZ,ez_part_i,,128189.0,242858.0,126464.0,201812.0,A80
7232,2018,930935172,201941309349202024,CANYON CRISIS AND RESOURCE CENTER,IRS990EZ,ez_part_i,143045.0,167454.0,256744.0,167454.0,201812.0,F40Z
12404,2018,261173690,201941309349201414,LINN COUNTY JUVENILE DETENTION,IRS990EZ,ez_part_i,,8785.0,18487.0,8785.0,201812.0,J40
10698,2018,462460546,201941309349201049,COMPASSION FOR HAITI INC,IRS990EZ,ez_part_i,,55396.0,16966.0,55396.0,201812.0,Q33
10556,2018,810835246,201941309349200999,FORWARD EDGE INITIATIVE,IRS990EZ,ez_part_i,,57877.0,5402.0,57877.0,201812.0,C60
8888,2018,911830046,201941309349200719,STAFFORD PTSA,IRS990EZ,ez_part_i,,100401.0,146984.0,54925.0,201806.0,
3856,2018,203399144,201941309349102424,DEMOREST FAMILY FOUNDATION,IRS990PF,pf_part_i,0.0,607964.0,4272510.0,,201812.0,T22
12862,2018,831564510,201941309349102329,DUSTIN AND VETERANS ACCESS TO ROCKAWAYS BEACH,IRS990PF,pf_part_i,0.0,1.0,1.0,,201812.0,W24
12348,2018,954742537,201941309349102079,MARY ANGIOLA FOUNDATION,IRS990PF,pf_part_i,,10204.0,87598.0,,201812.0,T21
8516,2018,462748858,201941309349101794,SHELTER OREGON,IRS990PF,pf_part_i,,111747.0,394915.0,,201812.0,T22
3430,2018,810421477,201941309349101344,PAULUS FOUNDATION INCORPORATED,IRS990PF,pf_part_i,,784105.0,1639093.0,,201812.0,
11162,2018,262327547,201941309349101334,CARETAKER FARM,IRS990PF,pf_part_i,0.0,45000.0,366.0,,201812.0,D20
1260,2018,460846415,201941309349101059,C3INITIATIVE,IRS990PF,pf_part_i,71077.0,3787870.0,9962716.0,,201812.0,P99
190,2018,943092928,201941309349100619,INTEL FOUNDATION,IRS990PF,pf_part_i,0.0,51703632.0,35787027.0,,201812.0,T20
818,2018,930429354,201941299349302729,SUNSHINE DIVISION INC,IRS990,part_i,688121.0,7181617.0,6937752.0,6701997.0,201806.0,I60Z
4430,2018,931167487,201941299349302104,PRIDE NORTHWEST INC,IRS990,part_i,70991.0,476083.0,374121.0,476083.0,201809.0,R300
298,2018,911833480,201941299349301954,MARYS WOODS AT MARYLHURST INC,IRS990,part_i,14650582.0,28552363.0,296265500.0,28406277.0,201806.0,L22
2790,2018,931124364,201941299349301649,OYA NO KAI,IRS990,part_i,34349.0,1071470.0,238257.0,854685.0,201808.0,Q112
568,2018,930470717,201941299349300039,OREGON STATE UNIVERSITY ALUMNI ASSOCIATION INC,IRS990,part_i,2135659.0,12338522.0,19639970.0,6694106.0,201806.0,B84Z
8530,2018,931277844,201941299349200934,ANGELS ANONYMOUS INC,IRS990EZ,ez_part_i,,111188.0,248179.0,63872.0,201812.0,P60
9670,2018,930779612,201941299349200624,LA GRANDE LITTLE LEAGUE INC,IRS990EZ,ez_part_i,,77556.0,31796.0,77556.0,201812.0,
4900,2018,931301831,201941299349101644,DWYER CHARITABLE TRUST,IRS990PF,pf_part_i,7500.0,389590.0,1138767.0,,201812.0,T22
11094,2018,465178920,201941289349301494,FORUM86,IRS990,part_i,0.0,46350.0,50790.0,46350.0,201812.0,A23
954,2018,931250581,201941289349301439,WATERFALL CLINIC INC,IRS990,part_i,3809504.0,5719465.0,4197522.0,5293680.0,201806.0,E31
8890,2018,813815765,201941289349201294,AMAHORO CHILDREN AND COMMUNITY TEAM,IRS990EZ,ez_part_i,,100386.0,18847.0,100386.0,201812.0,Q33
7034,2018,911827339,201941289349201139,CENTRAL OREGON TRAIL ALLIANCE INC,IRS990EZ,ez_part_i,,178703.0,186537.0,178703.0,201812.0,C99
9970,2018,936098896,201941289349201034,WYEAST VOLUNTEER FIRE AND EMS ASSOCIATION,IRS990EZ,ez_part_i,,70546.0,145920.0,47450.0,201812.0,M24
11086,2018,930656636,201941289349200769,PIONEER POTLATCH ASSOCIATION INC,IRS990EZ,ez_part_i,,46507.0,105439.0,46507.0,201806.0,K40Z
8528,2018,237151063,201941279349301259,FRIENDS CHURCH EXTENSION FUND,IRS990,part_i,0.0,111218.0,3306481.0,111218.0,201806.0,X21J
11244,2018,470877475,201941279349300244,OREGON RANGELAND TRUST,IRS990,part_i,0.0,42511.0,3189027.0,42511.0,201812.0,C30
10178,2018,931285575,201941279349201039,MISSION 4 MEXICO,IRS990EZ,ez_part_i,,65933.0,27112.0,65933.0,201812.0,X21
11208,2018,464451422,201941279349200134,ICANNWIKI,IRS990EZ,ez_part_i,68607.0,43480.0,2739.0,43480.0,201812.0,U99
3254,2018,352269965,201941229349301804,SILETZ VALLEY EARLY COLLEGE ACADEMY,IRS990,part_i,502332.0,841146.0,774278.0,841146.0,201806.0,B25
2174,2018,593815980,201941229349301639,MADRONE TRAIL INITIATIVE,IRS990,part_i,1537195.0,1671637.0,1584044.0,1646580.0,201806.0,B29
1726,2018,930208571,201941229349300979,LAKE OSWEGO CORPORATION,IRS990,part_i,839253.0,2405662.0,6313451.0,2405662.0,201812.0,
11690,2018,930996244,201941229349201229,POLEHN HEIGHTS WATER ASSOCIATION,IRS990EZ,ez_part_i,,29506.0,88350.0,29506.0,201812.0,
9214,2018,930699928,201941229349201129,OREGON KNIFE COLLECTORS ASSOCIATION,IRS990EZ,ez_part_i,,89951.0,83711.0,25110.0,201812.0,
7742,2018,930166376,201941229349200969,BENEVOLENT AND PROTECTIVE ORDER OF ELKS 1536,IRS990EZ,ez_part_i,7634.0,143153.0,149285.0,49904.0,201903.0,
12316,2018,930511586,201941229349200929,OREGON HOP GROWERS ASSOCIATION,IRS990EZ,ez_part_i,,11020.0,284672.0,11020.0,201806.0,
11824,2018,821813804,201941229349200814,GRANDE RONDE VALLEY FOOTBALL CLUB,IRS990EZ,ez_part_i,,24978.0,11126.0,24978.0,201812.0,N64
12214,2018,900474733,201941229349200234,LAKE OSWEGO JUNIOR BASEBALL,IRS990EZ,ez_part_i,,13739.0,5052.0,13739.0,201812.0,N11
710,2018,931268942,201941219349301809,GRADUATE TEACHING FELLOWS HEALTH AND WELFARE TRUST LOCAL 3544,IRS990,part_i,0.0,9158678.0,5685315.0,9158678.0,201806.0,
5960,2018,383739151,201941219349301269,NETWORK OF OREGON WATERSHED COUNCILS,IRS990,part_i,109802.0,263676.0,83992.0,263676.0,201806.0,C27
1056,2018,943166095,201941219349301149,WILD SALMON CENTER,IRS990,part_i,2238825.0,4854800.0,5910528.0,4599244.0,201812.0,D330
3862,2018,205460326,201941219349300604,NORTH FORK JOHN DAY WATERSHED COUNCIL,IRS990,part_i,399488.0,606414.0,254222.0,600614.0,201712.0,C32
10856,2018,412097467,201941219349201154,CORVALLIS MULTICULTURAL LITERACY CENTER,IRS990EZ,ez_part_i,37904.0,51749.0,41855.0,51749.0,201806.0,S20
12504,2018,830681234,201941219349201119,HELPING IMMIGRANTS STAY PROJECT,IRS990EZ,ez_part_i,,5656.0,6612.0,5656.0,201812.0,Q71
6224,2018,930858044,201941209349301804,PTO FOREST HILLS ELEMENTARY SCHOOL,IRS990,part_i,0.0,240731.0,204705.0,146608.0,201807.0,B94
2578,2018,352421535,201941209349301149,TIGER PRESERVATION CENTER INC,IRS990,part_i,145697.0,1242512.0,259432.0,1242512.0,201712.0,D99
8424,2018,943169195,201941209349300724,OREGON AGRICULTURE FOUNDATION,IRS990,part_i,0.0,114819.0,1348007.0,114819.0,201812.0,
12252,2018,821944001,201941209349200969,MOUNTAINSIDE WRESTLING CLUB,IRS990EZ,ez_part_i,,12908.0,5468.0,12908.0,201903.0,N60
10910,2018,931241903,201941209349200924,AMERICAN SHIH TZU CLUB INC,IRS990EZ,ez_part_i,,50912.0,88700.0,50912.0,201812.0,D60
11464,2018,931126001,201941209349200624,LITHIA ARTS GUILD OF OREGON INC,IRS990EZ,ez_part_i,5351.0,36236.0,9150.0,36236.0,201812.0,A99
3424,2018,931306217,201941209349100739,ECOWORKS FOUNDATION INC,IRS990PF,pf_part_i,0.0,787500.0,1462293.0,,201812.0,T22
5658,2018,931154632,201941199349301609,ELIM OUTREACH MINISTRY,IRS990,part_i,0.0,295383.0,2970.0,295383.0,201812.0,X20
3810,2018,930727839,201941199349301519,SALEM CATHOLIC SCHOOLS FOUNDATION,IRS990,part_i,0.0,623450.0,2680619.0,623450.0,201812.0,B20I
5518,2018,931177836,201941199349301074,OREGON STATE PARKS FOUNDATION,IRS990,part_i,235884.0,310974.0,1083799.0,310974.0,201809.0,C30
