,RETURN_ID,FILING_TYPE,EIN,TAX_PERIOD_x,SUB_DATE,TAXPAYER_NAME,RETURN_TYPE,DLN,OBJECT_ID,NAME,ICO,STREET,CITY,STATE,ZIP,SUBSECTION,INCOME_AMT,ASSET_AMT,REVENUE_AMT,TAX_PERIOD_y,NTEE_CD
2919,16647302,EFILE,200195556,201808,9/13/2019 9:08:55 AM,OCHIN INC,990,93493193017069,201911939349301706,OCHIN INC,,1881 SW NAITO PKWY,PORTLAND,OR,97201-5195,3,53838830.0,56774104.0,53838830.0,201808.0,E80
3954,16264816,EFILE,930814638,201806,5/3/2019 7:21:23 AM,OREGON PUBLIC BROADCASTING,990,93493052007219,201910529349300721,OREGON PUBLIC BROADCASTING,,7140 SW MACADAM AVE,PORTLAND,OR,97219-3013,3,53369925.0,86021919.0,40366060.0,201806.0,A300
4980,16037100,EFILE,930415219,201712,1/28/2019 11:36:29 AM,SANTIAM MEMORIAL HOSPITAL,990,93493318122608,201803189349312260,SANTIAM MEMORIAL HOSPITAL,,1401 N 10TH AVE,STAYTON,OR,97383-1311,3,53115690.0,56308976.0,52132406.0,201812.0,E22Z
441,16594267,EFILE,300179374,201812,8/23/2019 12:46:10 PM,CRABBY BEACH FOUNDATION CO JEANNE BECKER,990PF,93491162007599,201941629349100759,CRABBY BEACH FOUNDATION,% CAROLINE COOLEY BROWNE,PO BOX 280,LAKE OSWEGO,OR,97034-0280,3,51790425.0,56636115.0,,201812.0,T20
1355,16354744,EFILE,943092928,201812,5/29/2019 6:40:54 PM,INTEL FOUNDATION,990PF,93491130006199,201941309349100619,INTEL FOUNDATION,,3100 NE SHUTE ROAD,HILLSBORO,OR,97124-5867,3,51703632.0,35787027.0,,201812.0,T20
5090,16064532,EFILE,931046399,201712,2/5/2019 11:24:16 AM,OCF JOSEPH E WESTON PUBLIC FOUNDATION,990,93493318115988,201833189349311598,OCF JOSEPH E WESTON PUBLIC FOUNDATION,% JOSEPH E WESTON,1221 SW YAMHILL ST STE 100,PORTLAND,OR,97205-2108,3,50686098.0,438421859.0,45696098.0,201812.0,T11
6287,16005784,EFILE,911829317,201712,12/14/2018 5:45:57 PM,FAMILYCARE HEALTH PLANS INC,990O,93493310014278,201823109349301427,FAMILY HEALTH PLANS INC,% TODD C MOORE,2121 SW BROADWAY STE 115,PORTLAND,OR,97201-3180,4,49786338.0,20100183.0,26426464.0,201812.0,E31
3807,16414658,EFILE,936029224,201806,6/14/2019 4:24:00 PM,UMTA TRUST,990O,93493115010009,201901159349301000,UNITED METAL TRADES ASSOCIATION TRUST,,1919 NE PACIFIC ST STE 200,PORTLAND,OR,97232-2297,9,49562822.0,41665551.0,22791093.0,201806.0,
3914,16366830,EFILE,930502822,201806,5/31/2019 7:17:51 PM,LIFEWORKS NW,990,93493116013109,201901169349301310,LIFEWORKS NW,,14600 NW CORNELL RD,PORTLAND,OR,97229-5442,3,48029784.0,53800005.0,47914692.0,201806.0,F30Z
5677,15642081,EFILE,930232310,201712,8/30/2018 9:45:29 PM,MULTNOMAH ATHLETIC CLUB,990O,93493113005178,201821139349300517,MULTNOMAH ATHLETIC CLUB,,1849 SW SALMON ST,PORTLAND,OR,97205-1726,7,46976593.0,93352434.0,43385690.0,201812.0,
5303,16100475,EFILE,731668317,201712,2/15/2019 12:52:43 PM,PARADIGM INDEMNITY CORPORATION,990,93493319185098,201843199349318509,PARADIGM INDEMNITY CORPORATION,% SHS ACCOUNTING,PO BOX 3000,CORVALLIS,OR,97339-3000,3,46287181.0,38992926.0,10769152.0,201812.0,Y200
5135,16041155,EFILE,930465543,201712,1/29/2019 8:03:26 AM,MARION AND POLK SCHOOLS CREDIT UNION,990O,93493314003088,201833149349300308,MARION AND POLK SCHOOLS CREDIT UNION,,PO BOX 12398,SALEM,OR,97309-0398,14,45379782.0,745587945.0,45062653.0,201812.0,
4219,16414352,EFILE,941312349,201806,6/14/2019 1:53:41 PM,CORBAN UNIVERSITY,990,93493134052889,201931349349305288,CORBAN UNIVERSITY,% CHRIS ERICKSON,5000 DEER PARK DR SE,SALEM,OR,97317-9392,3,45222072.0,22781413.0,42734277.0,201806.0,B42Z
1760,16739974,EFILE,930468003,201812,10/11/2019 8:22:45 AM,FIRST COMMUNITY CREDIT UNION,990O,93493221011429,201922219349301142,FIRST COMMUNITY CREDIT UNION,% RENEE NELSON,200 N ADAMS ST,COQUILLE,OR,97423-1804,14,44982180.0,1105525152.0,44150516.0,201812.0,W61
4019,16283480,EFILE,930619733,201806,5/9/2019 3:00:13 PM,PORTLAND STATE UNIVERSITY FOUNDATION,990,93493060016049,201940609349301604,PORTLAND STATE UNIVERSITY FOUNDATION,% WILLIAM BOLDT,1600 SW 4TH AVE STE 730,PORTLAND,OR,97201-5519,3,44953775.0,136873492.0,44117418.0,201806.0,
2714,16736216,EFILE,930454786,201809,10/10/2019 2:21:42 PM,ST VINCENT DE PAUL SOCIETY OF LANE COUNTY INC,990,93493224017319,201912249349301731,ST VINCENT DE PAUL SOCIETY OF LANE COUNTY INC,,PO BOX 24608,EUGENE,OR,97402-0440,3,44239487.0,91632560.0,42516469.0,201809.0,P200
4376,16434195,EFILE,930804385,201806,6/21/2019 7:36:07 PM,OPTIONS FOR SOUTHERN OREGON INC,990,93493135054319,201911359349305431,OPTIONS FOR SOUTHERN OREGON,,1215 SW G ST,GRANTS PASS,OR,97526-2544,3,43820429.0,39108845.0,43820429.0,201806.0,F33Z
4380,16936430,EFILE,930386966,201806,12/9/2019 4:43:56 PM,TRILLIUM FAMILY SERVICES,990,93493130033419,201911309349303341,TRILLIUM FAMILY SERVICES INC,% ROBERT L ROY,3415 SE POWELL BLVD,PORTLAND,OR,97202-3371,3,43035806.0,26435509.0,42879490.0,201806.0,L99
1755,16788864,EFILE,810609831,201812,10/28/2019 1:55:00 PM,COLUMBIACARE SERVICES INC,990,93493254007199,201942549349300719,COLUMBIACARE SERVICES INC,% ROBERT C BECKETT,3587 HEATHROW WAY,MEDFORD,OR,97504-4004,3,41951829.0,55767898.0,41951829.0,201812.0,F31
2514,16787573,EFILE,930407022,201810,10/28/2019 11:07:47 AM,OREGON SHAKESPEARE FESTIVAL ASSOCIATION INC,990,93493256000879,201922569349300087,OREGON SHAKESPEARE FESTIVAL ASSOCIATION,,PO BOX 158,ASHLAND,OR,97520-0158,3,41739902.0,48320991.0,41598004.0,201810.0,A650
6218,16000233,EFILE,930988354,201712,12/13/2018 4:41:49 PM,HEATHERINGTON FOUNDATION FOR INNOVATION AND EDUCATION IN HEALTH CARE,990PF,93491310007328,201823109349100732,HEATHERINGTON FOUNDATION FOR INNOVATION AND EDUCATION IN HEALT,,2121 SW BROADWAY STE 115,PORTLAND,OR,97201-3180,3,41217480.0,36261957.0,,201812.0,E300
3226,16161005,EFILE,237108002,201806,3/8/2019 11:33:40 AM,MAYBELLE CLARK MACDONALD FUND,990PF,93491355001098,201843559349100109,MAYBELLE CLARK MACDONALD FUND,,PO BOX 1496,BEND,OR,97709-1496,3,40817516.0,137316147.0,,201806.0,
4061,16464604,EFILE,930386780,201806,7/5/2019 7:10:27 PM,ALBERTINA KERR CENTERS,990,93493130040019,201911309349304001,ALBERTINA KERR CENTERS,,424 NE 22ND AVE,PORTLAND,OR,97232-2809,3,40370616.0,35972798.0,40217202.0,201806.0,P730
6477,15205315,EFILE,930473211,201709,3/7/2018 12:23:05 AM,MENNONITE HOME OF ALBANY INC,990,93493043007938,201830439349300793,MENNONITE HOME OF ALBANY INC,,5353 COLUMBUS ST SE,ALBANY,OR,97322-7136,3,40079192.0,76779690.0,40079192.0,201809.0,P750
2762,16701230,EFILE,711016384,201809,9/27/2019 10:46:37 PM,MIRABELLA AT SOUTH WATERFRONT,990,93493211013689,201932119349301368,MIRABELLA AT SOUTH WATERFRONT,% JILL COLLINS,1 W MAIN ST STE 303,MEDFORD,OR,97501-2796,3,39630288.0,178711410.0,24963907.0,201809.0,L22
3587,16142459,EFILE,202587840,201806,3/4/2019 2:06:59 PM,OREGON CONNECTIONS ACADEMY,990,93493330002418,201813309349300241,OREGON CONNECTIONS ACADEMY,% JEFF KROPF,833 NW SANTIAM BLVD,MILL CITY,OR,97360-2101,3,39256388.0,17707246.0,39248582.0,201906.0,B80
2931,16297982,EFILE,930386804,201808,5/14/2019 10:54:48 AM,CATLIN GABEL SCHOOL,990,93493011008039,201930119349300803,CATLIN GABEL SCHOOL,,8825 SW BARNES RD,PORTLAND,OR,97225-6527,3,38846229.0,70422999.0,26422746.0,201808.0,B200
6078,15893552,EFILE,931228867,201712,11/8/2018 12:56:47 PM,NORTHWEST ENERGY EFFICIENCY ALLIANCE,990,93493281001188,201832819349300118,NORTHWEST ENERGY EFFICIENCY ALLIANCE INC,,421 SW 6TH AVE STE 600,PORTLAND,OR,97204-1619,3,38131859.0,13996763.0,38131859.0,201812.0,C350
2077,16942743,EFILE,930146827,201812,12/11/2019 5:58:30 AM,COOS-CURRY ELECTRIC COOPERATIVE INC,990O,93493301018019,201913019349301801,COOS-CURRY ELECTRIC COOPERATIVE INC,,PO BOX 1268,PORT ORFORD,OR,97465-1268,12,38054726.0,106012066.0,38053318.0,201812.0,
4698,16415250,EFILE,916034674,201806,6/14/2019 5:00:18 PM,ALASKA TEAMSTER EMPLOYER WELFARE TRUST,990O,93493120017219,201911209349301721,ALASKA TEAMSTER-EMPLOYER WELFARE TRUST,% ADMINISTRATION SERVICES INC,5331 SW MACADAM AVE STE 258,PORTLAND,OR,97239-3871,9,37006064.0,15492135.0,35598365.0,201806.0,
2775,16758350,EFILE,930323147,201809,10/18/2019 8:40:07 AM,SEIU LOCAL 503 OREGON PUBLIC EMPLOYEES UNION,990O,93493227022839,201932279349302283,SERVICE EMPLOYEES INTERNATIONAL UNION,,PO BOX 12159,SALEM,OR,97309-0159,5,36444079.0,25022249.0,32103804.0,201809.0,
4778,16285467,EFILE,931329158,201805,5/10/2019 6:28:37 AM,MOSAIC MEDICAL,990,93493081015029,201920819349301502,MOSAIC MEDICAL,% CINDY RAMOS,375 NW BEAVER ST,PRINEVILLE,OR,97754-1802,3,36265931.0,20792133.0,34262615.0,201805.0,E30
2677,16757141,EFILE,342030255,201809,10/18/2019 5:37:11 AM,MIRABELLA,990,93493224019829,201922249349301982,MIRA BELLA,% ROB PATRIDGE,1 W MAIN ST STE 303,MEDFORD,OR,97501-2796,3,35774540.0,213555138.0,30472509.0,201809.0,L22
2722,16285550,EFILE,931326405,201809,5/10/2019 6:55:58 AM,WESTERN RIVERS CONSERVANCY,990,93493094011269,201910949349301126,WESTERN RIVERS CONSERVANCY,% JULIETTE HARDING,71 SW OAK ST STE 100,PORTLAND,OR,97204-3419,3,35644662.0,55765409.0,13594506.0,201809.0,C32
4644,16242183,EFILE,936031270,201806,4/25/2019 11:56:58 AM,PLANNED PARENTHOOD OF THE COLUMBIA WILLAMETTE INC,990,93493060008259,201900609349300825,PLANNED PARENTHOOD OF THE COLUMBIA WILLAMETTE INC,,3727 NE ML KING JR BLVD,PORTLAND,OR,97212-1112,3,35469702.0,37504058.0,31667293.0,201806.0,E420
2695,16651713,EFILE,910973983,201809,9/13/2019 10:29:08 PM,LOCAL UNION 598 PLUMBING AND PIPEFIT INDUSTRY HEALTH AND WELFARE FUND,990O,93493196022789,201931969349302278,PLUMBING & PIPEFITTING INDUSTRY HEALTH & WELFARE FUND LOCAL UNION,,5331 SW MACADAM AVE STE 258 PMB 972,PORTLAND,OR,97239-3871,9,35186862.0,23365553.0,20137991.0,201809.0,
4295,16278875,EFILE,930977878,201806,5/8/2019 8:04:01 PM,ORGANIZATION FOR EDUCATIONAL TECHNOLOGY AND CURRICULUM,990,93493099001469,201910999349300146,ORGANIZATION FOR EDUCATIONAL TECHNOLOGY AND CURRICULUM,,471 HIGH ST SE STE 10,SALEM,OR,97301-3995,3,34647050.0,11186029.0,2514656.0,201806.0,U41Z
3791,16559864,EFILE,271790052,201806,8/9/2019 7:51:08 PM,SAINT ALPHONSUS MEDICAL CENTER BAKER CITY INC,990,93493134065829,201921349349306582,SAINT ALPHONSUS MEDICAL CENTER BAKER CITY INC,% PRESIDENT & CEO,3325 POCAHONTAS RD,BAKER CITY,OR,97814-1464,3,34475595.0,18454570.0,34431682.0,201806.0,
4338,16477558,EFILE,461574842,201806,7/11/2019 2:56:33 PM,U OF O FOUNDATION SUPPORTING ORGANIZATION,990,93493135063439,201931359349306343,U OF O FOUNDATION SUPPORTING ORGANIZATION,% ERIKA FUNK,1720 E 13TH AVE STE 410,EUGENE,OR,97403-2253,3,34442616.0,526849209.0,29207627.0,201806.0,B114
2357,16714986,EFILE,930572370,201812,10/3/2019 2:17:28 PM,GOODWILL INDUSTRIES OF LANE AND SOUTH COAST COUNTIES INC,990,93493218012679,201922189349301267,GOODWILL INDUSTRIES OF LANE COUNTY,% KRISTY LANGWORTHY,1010 GREEN ACRES RD,EUGENE,OR,97408-6501,3,33911137.0,37054248.0,33562288.0,201812.0,J32Z
5534,16064955,EFILE,930421470,201712,2/5/2019 12:44:06 PM,WILLAMETTE COMMUNITY HEALTH SOLUTIONS INC,990,93493318045338,201833189349304533,WILLAMETTE COMMUNITY HEALTH SOLUTIONS,,2650 SUZANNE WAY STE 200,EUGENE,OR,97408-7619,3,33834933.0,36226435.0,22233534.0,201812.0,E22
2751,16722619,EFILE,936087366,201809,10/7/2019 8:04:53 AM,ASANTE FOUNDATION,990,93493226005409,201902269349300540,ASANTE FOUNDATION,,2650 SISKIYOU BLVD,MEDFORD,OR,97504-8170,3,33772252.0,31417235.0,4996673.0,201809.0,E22
6466,15736574,EFILE,510480478,201709,9/27/2018 12:57:18 PM,VETERANS CARE CENTERS OF OREGON,990,93493220005218,201812209349300521,VETERANS CARE CENTERS OF OREGON,% BRYAN DECKER,700 VETERANS DR,THE DALLES,OR,97058-9757,3,33305964.0,5236699.0,33305964.0,201809.0,E91
4741,16152622,EFILE,943096772,201805,3/7/2019 5:32:45 AM,LA CLINICA DEL VALLE FAMILY HEALTH CARE CENTER INC,990,93493335000008,201803359349300000,LA CLINICA DEL VALLE FAMILY HEALTH CARE CENTER INC,,931 CHEVY WAY,MEDFORD,OR,97504-4127,3,31995226.0,29114623.0,31995226.0,201805.0,
5418,16084576,EFILE,930463816,201712,2/11/2019 12:10:15 PM,WILLAMETTE VIEW INC,990,93493319190618,201813199349319061,WILLAMETTE VIEW MANOR INC,,13021 SE RIVER RD STE 1000,PORTLAND,OR,97222-8063,3,31857762.0,148786232.0,29557674.0,201812.0,P750
5119,16060980,EFILE,273146613,201712,2/4/2019 10:14:47 PM,OREGON AFFORDABLE HOUSING ASSISTANCE CORPORATION,990,93493318115678,201823189349311567,OREGON AFFORDABLE HOUSING ASSISTANCE CORPORATION,% JULIE CODY,725 SUMMER ST NE STE B,SALEM,OR,97301-1266,3,31578714.0,53452576.0,31578714.0,201812.0,L20
4524,16477578,EFILE,431960221,201806,7/11/2019 3:02:17 PM,SALEM HEALTH WEST VALLEY,990,93493130017579,201921309349301757,SALEM HEALTH WEST VALLEY,% HUMAN RESOURCES,525 SE WASHINGTON ST,DALLAS,OR,97338-2834,3,31364579.0,25780410.0,31364579.0,201806.0,E22
3306,16001894,EFILE,930980637,201806,12/13/2018 10:27:05 PM,PARTNERSHIPS IN COMMUNITY LIVING INC,990,93493312034138,201833129349303413,PARTNERSHIPS IN COMMUNITY LIVING INC,% PART,PO BOX 129,MONMOUTH,OR,97361-0129,3,31351548.0,8297448.0,31105873.0,201906.0,P820
199,16923969,EFILE,930402877,201905,12/5/2019 11:59:57 AM,OREGON MUSEUM OF SCIENCE AND INDUSTRY,990,93493288022929,201922889349302292,OREGON MUSEUM OF SCIENCE AND INDUSTRY,,1945 SE WATER AVE,PORTLAND,OR,97214-3356,3,30829445.0,61239609.0,30484524.0,201905.0,A570
1851,16931155,EFILE,510204735,201812,12/6/2019 1:23:18 PM,MATH LEARNING CENTER INC,990,93493304010679,201923049349301067,THE MATH LEARNING CENTER,,PO BOX 12929,SALEM,OR,97309-0929,3,30720845.0,36273173.0,29555774.0,201812.0,U34Z
2859,16671149,EFILE,930243443,201808,9/20/2019 8:59:51 AM,OREGON EDUCATION ASSOCIATION,990O,93493196016059,201901969349301605,OREGON EDUCATION ASSOCIATION,,6900 SW ATLANTA ST,PORTLAND,OR,97223-2513,5,30022959.0,50341694.0,26785959.0,201808.0,J40
2541,16205372,EFILE,931268744,201810,4/3/2019 5:41:58 PM,GALT FOUNDATION,990,93493070008649,201940709349300864,GALT FOUNDATION,% STEPHEN MOCK,2405 FRONT ST NE STE 220,SALEM,OR,97301-0860,3,29977737.0,15425939.0,29859824.0,201810.0,J30
3887,16362906,EFILE,263946191,201806,5/30/2019 10:54:34 PM,CENTENNIAL MEDICAL GROUP INC,990,93493133079479,201921339349307947,CENTENNIAL MEDICAL GROUP INC,,2700 NW STEWART PKWY,ROSEBURG,OR,97471-1281,3,29969005.0,4931134.0,29969005.0,201806.0,E30
2586,16701238,EFILE,930513697,201809,9/27/2019 10:46:43 PM,HOLLADAY PARK PLAZA,990,93493211014689,201932119349301468,HOLLADAY PARK PLAZA INC,% PRS MANAGEMENT,1 W MAIN ST STE 303,MEDFORD,OR,97501-2796,3,29720009.0,75645840.0,20712754.0,201809.0,P75
2841,16704587,EFILE,936049213,201808,9/30/2019 6:42:11 PM,OREGON-WASHINGTON CARPENTERS-EMPLOYERS VACATION SAVINGS TRUST FUND,990O,93493196023209,201901969349302320,OREGON-WASHINGTON CARPENTERS VAC-SA V,% ASSOCIATED ADUE,PO BOX 4148,PORTLAND,OR,97208-4148,9,29515791.0,11039494.0,15450791.0,201808.0,
2381,16648619,EFILE,911829325,201812,9/13/2019 11:59:03 AM,OREGON CLIMATE TRUST,990,93493182011279,201921829349301127,OREGON CLIMATE TRUST,% M ALBERTSON,65 SW YAMHILL ST STE 400,PORTLAND,OR,97204-3315,3,29410314.0,32356285.0,5998817.0,201812.0,C200
589,16609509,EFILE,930386981,201812,8/30/2019 5:20:06 AM,YOUNG MENS CHRISTIAN ASSOCIATION OF COLUMBIA-WILLIAMETTE,990,93493168009559,201901689349300955,YOUNG MENS CHRISTIAN ASSOCIATION OF COLUMBIA WILLAMETTE,,9500 SW BARBUR BLVD STE 200,PORTLAND,OR,97219-5426,3,29152836.0,25788738.0,29152836.0,201812.0,P27Z
4627,16293467,EFILE,930309970,201806,5/13/2019 3:03:54 PM,UNIVERSITY OF WESTERN STATES,990,93493098012139,201930989349301213,UNIVERSITY OF WESTERN STATES,% CONTROLLER,2900 NE 132ND AVE,PORTLAND,OR,97230-3014,3,28892194.0,31760966.0,28095219.0,201806.0,G93Z
2792,16757879,EFILE,931067253,201809,10/18/2019 7:44:41 AM,PACIFIC RETIREMENT SERVICES INC,990,93493226021989,201932269349302198,PACIFIC RETIREMENT SERVICES INC,,1 W MAIN ST STE 303,MEDFORD,OR,97501-2796,3,28760973.0,63740444.0,27539367.0,201809.0,P027
780,16576717,EFILE,930386880,201812,8/16/2019 7:45:49 PM,OREGON HUMANE SOCIETY,990,93493133011649,201941339349301164,OREGON HUMANE SOCIETY,,1067 NE COLUMBIA BLVD,PORTLAND,OR,97211-1411,3,28739045.0,73979925.0,27959893.0,201812.0,D200
4678,16446132,EFILE,911833480,201806,6/27/2019 7:47:42 AM,MARYS WOODS AT MARYLHURST INC,990,93493129019549,201941299349301954,MARYS WOODS AT MARYLHURST INC,,17400 HOLY NAMES DR STE 70,LAKE OSWEGO,OR,97034-5187,3,28552363.0,296265500.0,28406277.0,201806.0,L22
3139,16140461,EFILE,237113266,201806,3/4/2019 7:44:26 AM,LANE COMMUNITY COLLEGE FOUNDATION,990,93493317053968,201813179349305396,LANE COMMUNITY COLLEGE FOUNDATION,,4000 E 30TH AVE,EUGENE,OR,97405-0640,3,28542357.0,20887758.0,4303726.0,201906.0,B41I
4447,16286170,EFILE,930611783,201806,5/10/2019 8:54:17 AM,ADAPT,990,93493088002269,201910889349300226,ADAPT,,621 W MADRONE ST,ROSEBURG,OR,97470-3090,3,28334138.0,16559284.0,28317686.0,201806.0,
2875,16376717,EFILE,946667029,201808,6/4/2019 9:59:44 PM,CALIFORNIA TEACHERS ASSOC EMPLOYEES HEALTH AND WELFARE BENEFITS TRUST,990O,93493113001239,201931139349300123,CALIFORNIA TEACHERS ASSOCIATION EMP HEALTH & WEL BENEFITS TR 011994,% G C KADOTANI,PO BOX 4148,PORTLAND,OR,97208-4148,9,28153503.0,23135659.0,25409995.0,201808.0,
4121,16360566,EFILE,237332778,201806,5/30/2019 6:47:42 PM,UNIVERSITY OF OREGON BOOKSTORE INC,990,93493133007219,201911339349300721,UNIVERSITY OF OREGON BOOKSTORE INC,,895 E 13TH AVE,EUGENE,OR,97401-4716,3,28093915.0,17956986.0,25387066.0,201806.0,B43I
2641,16230049,EFILE,237257390,201809,4/19/2019 6:55:53 PM,HOLT INTERNATIONAL CHILDRENS SERVICES INC,990,93493045013659,201900459349301365,HOLT INTERNATIONAL CHILDRENS SERVICES INC,% HOLT,250 COUNTRY CLUB RD,EUGENE,OR,97401-2231,3,27926242.0,20426648.0,27614725.0,201809.0,P31
5294,16101061,EFILE,930477890,201712,2/15/2019 3:11:35 PM,TERWILLIGER PLAZA INC,990,93493313025228,201823139349302522,TERWILLIGER PLAZA INC,,2545 SW TERWILLIGER BLVD,PORTLAND,OR,97201-6302,3,27845946.0,91296047.0,17573978.0,201812.0,P750
4849,16207083,EFILE,526038494,201803,4/4/2019 6:03:25 PM,SHEET METAL AIR RAIL AND TRANSPORTATION LOCAL 100 HEALTH BENEFIT PLAN,990O,93493044001279,201920449349300127,SHEET METAL WORKERS 100 WELFARE FUND,,PO BOX 4148,PORTLAND,OR,97208-4148,9,27217395.0,27090205.0,26872482.0,201803.0,
3063,16206127,EFILE,930354176,201806,4/3/2019 7:26:42 PM,MORRISON CHILD AND FAMILY SERVICES,990,93493037012719,201910379349301271,MORRISON CHILD & FAMILY SERVICES,,11035 NE SANDY BLVD,PORTLAND,OR,97220-2553,3,27214688.0,11906187.0,27131091.0,201806.0,E50
3926,16415071,EFILE,930723862,201806,6/14/2019 4:51:40 PM,TRAVEL PORTLAND,990O,93493121016369,201911219349301636,TRAVEL PORTLAND,,100 SW MAIN ST STE 1100,PORTLAND,OR,97204-3258,6,26812016.0,10918458.0,25976068.0,201806.0,
3025,16100342,EFILE,930433696,201806,2/15/2019 12:34:01 PM,NORTHWEST CHRISTIAN UNIVERSITY,990,93493319075248,201843199349307524,NORTHWEST CHRISTIAN UNIVERSITY,% LISA CASTLEBURY,828 E 11TH AVE,EUGENE,OR,97401-3745,3,26767151.0,36796512.0,24824789.0,201906.0,B43Z
4562,16936790,EFILE,930554941,201806,12/9/2019 5:32:35 PM,COMMUNITY ACTION ORGANIZATION,990,93493134055299,201941349349305529,COMMUNITY ACTION ORGANIZATION,,1001 SW BASELINE ST,HILLSBORO,OR,97123-3822,3,26579921.0,6754630.0,26490876.0,201806.0,P80Z
4117,16541276,EFILE,930857426,201806,8/2/2019 1:10:32 PM,WORKSYSTEMS INC,990,93493135076459,201901359349307645,WORKSYSTEMS INC,,1618 SW FIRST AVE SUITE,PORTLAND,OR,97201-5752,3,26468453.0,6948835.0,26468453.0,201806.0,J220
4767,16244632,EFILE,936031208,201805,4/26/2019 7:54:50 AM,OREGON PROCESSORS EMPLOYEES TRUST,990O,93493072004109,201900729349300410,OREGON PROCESSORS EMPLOYEES TRUST,% WILLIAM C EARHART CO INC,PO BOX 4148,PORTLAND,OR,97208-4148,9,26323352.0,11863525.0,19418105.0,201805.0,
4077,16345764,EFILE,930579589,201806,5/28/2019 9:40:05 AM,DOERNBECHER CHILDRENS HOSPITAL FOUNDATION,990,93493128005239,201931289349300523,DOERNBECHER CHILDRENS HOSPITAL FOUNDATION,% TARA SIMS CFO - VP FINANCE,1121 SW SALMON ST STE 100,PORTLAND,OR,97205-2020,3,25893902.0,90752927.0,16853224.0,201806.0,E24I
3942,16483190,EFILE,237056987,201806,7/12/2019 2:17:31 PM,MID WILLAMETTE VALLEY COMMUNITY ACTION AGENCY,990,93493135118639,201931359349311863,MID-WILLAMETTE VALLEY COMMUNITY ACTION AGENCY INC,,2475 CENTER ST NE,SALEM,OR,97301-4520,3,25649148.0,11699163.0,25646849.0,201806.0,
3970,16621809,EFILE,930634049,201806,9/5/2019 2:15:13 PM,MARYLHURST UNIVERSITY,990,93493142014629,201921429349301462,MARYLHURST UNIVERSITY,% STEPHEN HUCKINS,520 SW YAMHILL ST STE 500,PORTLAND,OR,97204-1328,3,25393237.0,35641653.0,12243972.0,201806.0,B43Z
2582,16286745,EFILE,930806295,201809,5/10/2019 10:55:48 AM,IMMIGRANT AND REFUGEE COMMUNITY ORGANIZATION,990,93493086013009,201900869349301300,IRCO,,10301 NE GLISAN ST,PORTLAND,OR,97220-4013,3,25335437.0,10529849.0,25261894.0,201809.0,
4732,16297803,EFILE,930391604,201806,5/14/2019 10:28:45 AM,PORTLAND ART MUSEUM,990,93493046020259,201900469349302025,PORTLAND ART MUSEUM,% MARY M BROWN,1219 SW PARK AVE,PORTLAND,OR,97205-2430,3,25326406.0,143259197.0,23292679.0,201806.0,A510
3933,16293836,EFILE,931215381,201806,5/13/2019 5:00:45 PM,LIFEWAYS INC,990,93493043004289,201930439349300428,LIFEWAYS INC,% D GREG SCHNEIDER,702 SUNSET DR,ONTARIO,OR,97914-3121,3,25292967.0,18798799.0,25092319.0,201806.0,F30
6187,15969845,EFILE,930746782,201712,12/3/2018 7:36:23 PM,INTERNATIONAL SOCIETY FOR TECHNOLOGY IN EDUCATION,990,93493271002388,201832719349300238,INTERNATIONAL SOCIETY FOR TECHNOLOGY IN EDUCATION,% LESLIE OLEYNIK,621 SW MORRISON ST STE 800,PORTLAND,OR,97205-3825,3,25108400.0,16625608.0,22348646.0,201812.0,B99
2022,16879209,EFILE,930756143,201812,11/22/2019 7:29:31 AM,PARTNERS IN CARE,990,93493291013149,201942919349301314,PARTNERS IN CARE INC,,2075 NE WYATT CT,BEND,OR,97701-7686,3,25011930.0,22026607.0,21185007.0,201812.0,P74
4193,16579179,EFILE,930605570,201806,8/19/2019 7:46:20 AM,NORTHWEST HUMAN SERVICES INC,990,93493135114449,201941359349311444,NORTHWEST HUMAN SERVICES INC,,681 CENTER ST NE,SALEM,OR,97301-3722,3,24921211.0,31613192.0,24921211.0,201806.0,P200
3892,16464386,EFILE,930509414,201806,7/5/2019 6:03:37 PM,SHANGRI-LA CORPORATION,990,93493130017269,201911309349301726,SHANGRI-LA CORPORATION,% HELEN HONEY,4080 REED ROAD SE,SALEM,OR,97302-1357,3,24326062.0,12822884.0,24326062.0,201806.0,P200
4769,16307563,EFILE,826030679,201805,5/16/2019 1:36:41 PM,IDAHO PIPE TRADES TRUST,990O,93493105019039,201931059349301903,IDAHO PLUMBERS & PIPEFITTERS HEALTH & WELFARE AGMT & DECLARATION OF TR,,5331 SW MACADAM AVE STE 220,PORTLAND,OR,97239-3839,9,24245401.0,21015316.0,10126925.0,201805.0,
4339,16477336,EFILE,930752805,201806,7/11/2019 1:52:49 PM,SISTERS OF ST MARY OF OREGON MARYVILLE CORPORATION,990,93493133016809,201901339349301680,SISTERS OF ST MARY OF OREGON MARYVILLE CORPORATION,,14645 SW FARMINGTON RD,BEAVERTON,OR,97007-2727,3,24085487.0,24335375.0,22530389.0,201806.0,E91Z
4721,16395162,EFILE,930582124,201806,6/7/2019 9:38:39 PM,UNITED WAY OF THE COLUMBIA-WILLAMETTE,990,93493135075669,201911359349307566,UNITED WAY OF THE COLUMBIA- WILLAMETTE,,619 SW 11TH AVE STE 300,PORTLAND,OR,97205-2646,3,24051854.0,21945954.0,23540071.0,201806.0,T70Z
