,year,ein,object_id,taxpayer_name,compensation
1218,2018,930841022,201932189349301223,NORTHWEST FAMILY SERVICES,2881573
5042,2018,300437163,201932189349301183,OLD OWYHEE DITCH IMPROVEMENT DISTRICT,131982
1994,2018,931031300,201932179349301503,INTERTRIBAL TIMBER COUNCIL,195327
4806,2018,412185841,201932179349300353,ALLIANCE FOR CONTRACEPTION IN CATS AND DOGS,248514
5598,2018,510530995,201932179349300003,COALITION FOR A HEALTHY OREGON,0
5792,2018,272632072,201932149349300803,AREA II PLUMBERS JATC,29076
2986,2018,931301433,201932129349301013,REDEMPTION RIDGE,546367
266,2018,930513697,201932119349301468,HOLLADAY PARK PLAZA,7652695
214,2018,711016384,201932119349301368,MIRABELLA AT SOUTH WATERFRONT,9016529
4334,2018,911786694,201932109349301378,PROFILE THEATRE PROJECT,193879
5062,2018,931097760,201932109349301353,BENEV AND PROTECTIVE ORDER OF ELKS,41808
5250,2018,371621141,201932109349300923,CLACKAMAS VOLUNTEERS IN MEDICINE,0
3280,2018,931215089,201932069349301313,SALEM LEADERSHIP FOUNDATION,418652
4948,2018,237427640,201932069349300978,OREGON ASSOCIATION OF DEFENSE COUNSEL,0
2856,2018,943141603,201932069349300533,NORTHWEST COASTAL HOUSING,223460
1530,2018,930549823,201932069349300308,UMPQUA BASIN WATER ASSOCIATION INC,739006
6112,2018,931140644,201931989349300333,BRIDLEMILE FOUNDATION,0
3942,2018,930682075,201931969349302563,ECHO THEATER COMPANY,292697
2834,2018,931085791,201931969349302308,PORTLAND FARMERS MARKET,527371
234,2018,910973983,201931969349302278,LOCAL UNION 598 PLUMBING AND PIPEFIT INDUSTRY HEALTH AND WELFARE FUND,0
4298,2018,930748812,201931969349301993,CORVALLIS AQUATIC TEAM,199089
3780,2018,237177330,201931969349301823,SOUTHERN OREGON HORSE RACING ASSOCIATION,0
1850,2018,930386978,201931939349301703,YOUNG MENS CHRISTIAN ASSOCIATION OF KLAMATH COUNTY,1165924
5112,2018,931267585,201931939349301553,LITTLE FRENCH SCHOOL,243286
3076,2018,453744697,201931939349301223,BRIDGES MIDDLE SCHOOL,524394
3356,2018,936024925,201931919349300628,BETA OMEGA ALUMNAE ASSOCIATION,51409
548,2018,930306737,201931899349300208,WASCO ELECTRIC COOPERATIVE INC,2895449
1900,2018,930115033,201931849349301303,INTERNATIONAL ASSOCIATION OF HEAT 36 AWIA,501234
166,2018,931300043,201931789349301103,VOCATIONAL DEVELOPMENT FOUNDATION,0
4530,2018,930169158,201931789349300933,BENEVOLENT AND PROTECTIVE ORDER OF,70304
6452,2018,930704991,201931789349300878,PONDEROSA PINES WATER COMPANY,37247
7200,2018,930122390,201931789349300858,BPOE MEDFORD LODGE 1168,0
6826,2018,465634763,201931789349300213,AHS QALICB INC,0
3444,2018,264078244,201931779349301028,LAKE COUNTY UMBRELLA WATERSHED COUNCIL,0
5220,2018,931072622,201931769349300758,MID-OREGON CHAPTER INDEPENDENT ELECTRICAL CONTRACTORS INC,168473
5326,2018,930122382,201931759349300888,BAKER LODGE 338 BPOE,71336
5504,2018,931265811,201931759349300873,LOW INPUT VITICULTURE AND ENOLOGY INC,153354
5728,2018,342036185,201931759349300778,MASTERS SCHOOL OF ART - CHRISTIAN CENTER FOR THE,161108
3732,2018,936042091,201931759349300123,PARKSIDE COMMUNITY PRESCHOOL,452209
5996,2018,931235708,201931729349300028,ACCLAIMING CHRIST THROUGH SPORTS,106766
3670,2018,200038065,201931709349300733,LGBTQ COMMUNITY CENTER FUND,200348
1716,2018,930850607,201931699349300243,MARITIME FIRE AND SAFETY ASSOCIATION,0
1420,2018,911755886,201931699349300038,FIRST STORY,0
6594,2018,237141857,201931689349301518,INDEPENDENT ORDER OF ODD FELLOWS SPENCER BUTTE LODGE 9,0
5988,2018,202557070,201931689349300858,WASHINGTON COUNTY BICYCLE TRANSPORT,128966
4696,2018,930891239,201931689349300813,UMPQUA VALLEY TENNIS CENTER INC,238961
1024,2018,930752969,201931689349300028,SPECIAL OLYMPICS OREGON INC,1784967
7210,2018,930446672,201931659349301153,PORTLAND WOMANS CLUB INC,0
674,2018,931095351,201931619349300868,CAMPBELL INSTITUTE,1545036
1114,2018,930386883,201931589349300643,OREGON SCHOOL ACTIVITIES ASSOCIATION,1347869
3158,2018,204343950,201931589349300028,FRENCH AMERICAN MUSEUM EXCHANGE INC,73900
6668,2018,943077174,201931569349301013,YOUTH RESOURCES INC,0
3208,2018,205276353,201931569349300953,WORLDS CHILDREN,168512
3000,2018,930638178,201931569349300443,UNITY SCHOOL INC,645637
700,2018,980162025,201931559349300528,GAKKO HOOJIN HOKKAIDO INTERNATIONAL SCHOOL,2093588
6776,2018,30425839,201931439349300548,BUDDHIST COMMUNITY OF OREGON,0
6180,2018,930740519,201931429349301963,COLUMBIA GORGE COMMUNITY COLLEGE FOUNDATION,0
3152,2018,930763734,201931429349301908,WOMENS CRISIS SUPPORT TEAM,596877
1572,2018,930900110,201931409349301403,OREGON SPORTS ACTION INC,70068
7230,2018,20712956,201931399349300053,OREGON ANIMAL RESCUE,0
1400,2018,930584248,201931379349300813,WESTSIDE COMMUNITY FOCUS,2333946
2252,2018,931222522,201931379349300228,FOLK-TIME INC,1112351
3032,2018,930948548,201931379349300148,GILBERT HOUSE CHILDRENS MUSEUM INC DBA AC GILBERTS DISCOVERY VILLAGE,498316
1896,2018,460878707,201931369349301178,PORTLAND MONTESSORI SCHOOL,1477147
6524,2018,930840761,201931369349300873,SOUTH TILLAMOOK COUNTY LIBRARY CLUB INC,0
6828,2018,930762860,201931369349300818,CENTRAL LUTHERAN FOUNDATION,0
594,2018,930895184,201931359349313753,UNITED ASSOCIATION OF JOURNEYMEN AND 290 LOCAL,3530795
1268,2018,930831082,201931359349313513,SOCIETY OF ST VINCENT DE PAUL ROGUE VALLEY COUNCIL,0
2296,2018,930881865,201931359349313393,RESOLUTIONS NORTHWEST,853049
5986,2018,237351232,201931359349313253,AMERICAN ASSOCIATION FOR WOMEN IN COMMUNITY COLLEGES,0
118,2018,936027865,201931359349313173,TEAMSTERS 206 EMPLOYERS TRUST BOARD OF TRUSTEES,0
544,2018,936021772,201931359349313103,ROOFERS LOCAL 49 WELFARE FUND BOARD OF TRUSTEES,0
2022,2018,931039346,201931359349313028,SISTERS HABITAT FOR HUMANITY,417638
6118,2018,260310749,201931359349312623,TASHIRAT FOUNDATION,0
3018,2018,261600475,201931359349312028,CHILDRENS BOOK BANK,245758
310,2018,237056987,201931359349311863,MID WILLAMETTE VALLEY COMMUNITY ACTION AGENCY,10829900
6270,2018,930454995,201931359349311748,UNITED WAY OF UMATILLA AND MORROW COUNTIES,43716
7098,2018,237259232,201931359349311698,NORTHWEST YEARLY MEETING OF FRIENDS FOUNDATION,0
5862,2018,931317126,201931359349311643,MOTHER TERESA HOME,174659
2306,2018,261915236,201931359349311558,SHERWOOD CHARTER SCHOOL,1141992
6724,2018,931262514,201931359349311318,SIS-Q MEADOWS CAMP,7417
3704,2018,931111942,201931359349310783,VENTURE PORTLAND,375251
3376,2018,931124501,201931359349310508,CAPPELLA ROMANA,219560
3568,2018,930832299,201931359349310258,PCC FEDERATION OF CLASSIFIED EMPLOY,95196
5312,2018,936024919,201931359349310163,CLACKAMAS COUNTY HISTORICAL SOCIETY,51903
624,2018,930828781,201931359349309323,ARTISTS REPERTORY THEATRE,2011387
1146,2018,931042868,201931359349309088,ALL CLASSICAL PUBLIC MEDIA INC,2163139
1786,2018,384049236,201931359349308793,PARENTING WITH INTENT,1171671
738,2018,930891433,201931359349308113,PATHWAY ENTERPRISES INC,3985548
2098,2018,930802257,201931359349307713,ENDOWMENT FUND OF EUGENE SYMPHONY ASSOCIATION INC,0
1536,2018,930556298,201931359349307598,EUGENE SYMPHONY ASSOCIATION INC EUGENE SYMPHONY,1412488
2886,2018,931271399,201931359349306838,STREET ROOTS INC,433645
56,2018,936015767,201931359349306713,UNIVERSITY OF OREGON FOUNDATION,6055813
242,2018,461574842,201931359349306343,U OF O FOUNDATION SUPPORTING ORGANIZATION,0
6060,2018,931056649,201931359349306298,COMMITTED ALLIANCE TO STRAYS INC,131413
7158,2018,473786430,201931359349306058,GREEN SPORTS ALLIANCE FOUNDATION,0
992,2018,930500679,201931359349305533,YOUNG MENS CHRISTIAN ASSOCIATION OF EUGENE,2728573
5106,2018,931321979,201931359349304348,WALAMA RESTORATION PROJECT,240972
2202,2018,930633945,201931359349304278,OREGON REFUSE AND RECYCLING ASSOCIATION,719753
1204,2018,930639815,201931359349303783,SPONSORS INC,1976426
3422,2018,931054093,201931359349303678,YAMHILL COMMUNITY DEVELOPMENT CORP,334478
2284,2018,270646992,201931359349302408,PONGO FUND,109761
1548,2018,930873280,201931349349310393,KLAMATH LAKE COUNTIES FOOD BANK,331509
5382,2018,270177878,201931349349310358,FRIENDS OF LINCOLN COUNTY ANIMALS INC,80891
2478,2018,930838454,201931349349310308,MIGHTY OAKS CHILDRENS THERAPY CTR,747109
730,2018,943126167,201931349349310208,INTERNATIONAL SCHOOL,5042767
1758,2018,931163555,201931349349310203,ABC HOUSE INC,715359
902,2018,930474800,201931349349308133,BOYS AND GIRLS CLUBS OF PORTLAND METROPOLITAN AREA,3182364
818,2018,930386875,201931349349308123,NEIGHBORHOOD HOUSE INC,4865376
2836,2018,431980251,201931349349308083,VILLAGE HOME EDUCATION RESOURCE CENTER,568041
192,2018,941312349,201931349349305288,CORBAN UNIVERSITY,12804273
3028,2018,260133872,201931349349305158,NORTHWEST RIVERPARTNERS,271947
4786,2018,930137505,201931349349303673,NORTHWEST OREGON LABOR COUNCIL,222047
1738,2018,931164757,201931349349303533,INDIA PARTNERS,430474
6682,2018,510175500,201931349349300603,OREGON SOCIETY OF TAX CONSULTANTS,0
5736,2018,943162074,201931339349307828,RVM MYRTLE CREEK HOUSING CORPORATION VALLEY VIEW RETIREMENT CENTER,66680
4764,2018,930864466,201931339349307783,RVM HOUSING CORPORATION ROSS KNOTTS RETIREMENT CENTER,90817
7036,2018,384089823,201931339349307753,LINCOLN COUNTY EMPLOYEES ASSOCIATION,0
4430,2018,936032882,201931339349307723,ASSOCIATION OF ALPHA BETA CHAPTER OF ALPHA GAMMA RHO,0
5642,2018,943196455,201931339349307718,RVM KLAMATH FALLS HOUSING CORPORATION KLAMATH VIEW RETIREMENT CENTER,105670
4638,2018,261077725,201931339349307538,RIVERSIDE GYMNASTICS SPORTS AND ARTS,158878
376,2018,930395591,201931339349307503,VOLUNTEERS OF AMERICA OF OREGON INC,12868363
1244,2018,931329382,201931339349307453,KLAMATH AND LAKE COMMUNITY ACTION SERVICES,1138158
5538,2018,311587415,201931339349307433,RVM FORT WORTH II HOUSING CORPORATION FAIRVIEW RETIREMENT COMMUNITY,98186
3176,2018,930635362,201931339349307278,LANE COUNTY YOUTH FOR CHRIST INC,471688
5932,2018,261332083,201931339349306783,WORLD MISSIONS TO CHILDREN,0
2204,2018,431956560,201931339349306703,COMMUNICATIONS ACCESS COOPERATIVE HOLDING ENTERPRISE CACHE,0
984,2018,930409105,201931339349306688,CATHOLIC COMMUNITY SERVICES OF LANE COUNTY INC,1271857
664,2018,930333988,201931339349306448,HOOD RIVER ELECTRIC COOPERATIVE,0
5160,2018,943178822,201931339349306388,DESCHUTES PUBLIC LIBRARY FOUNDATION INC,0
3430,2018,463114493,201931339349306268,OUT AND ABOUT RESPITE SERVICES INC,443846
6426,2018,943140644,201931339349304953,CANNON BEACH HISTORICAL SOCIETY,81232
6342,2018,931194490,201931339349303763,ST VINCENT DE PAUL SOCIETY OF THE DALLES,38039
4874,2018,931148357,201931339349300723,JUNCTION CITYHARRISBURGMONROE HABITAT FOR HUMANITY,77315
710,2018,562546659,201931319349300303,REGIONAL DISTRICT COUNCIL WELFARE PLAN AND TRUST,0
110,2018,930425580,201931309349305318,GOOD SHEPHERD HEALTH CARE SYSTEM,54149670
6566,2018,930992727,201931309349305313,ST ANTHONY HOSPITAL FOUNDATION,0
3118,2018,900586696,201931309349305268,CLEAN ENERGY WORKS INC,1166508
1498,2018,930563617,201931309349305203,OPPORTUNITY CONNECTIONS INC,2297971
6638,2018,931150763,201931309349304893,OSPIRG FOUNDATION INC,34507
1086,2018,931178397,201931309349304793,GERMAN-AMERICAN SCHOOL OF PORTLAND DBA GERMAN INTERNATIONAL SCHOOL,2089850
128,2018,930391614,201931309349304723,ST ANTHONY HOSPITAL,31620033
3194,2018,953497056,201931309349304573,WESTERN ALLIANCE OF ARTS ADMINISTRATORS FOUNDATION,336599
4272,2018,201824854,201931309349304498,GOTTA GO CORPORATION,31065
3132,2018,931285370,201931309349302663,ARMADILLO TECHNICAL INSTITUTE,719652
718,2018,930625631,201931309349302148,NORTHWEST COMMUNITY ALLIANCE INC,6433020
7112,2018,931313422,201931299349302733,OUTREACH GOSPEL MISSION,47983
4316,2018,911787981,201931299349302218,QUIET WATERS OUTREACH,265118
1028,2018,916056203,201931299349302153,PACIFIC NW IRONWORKERS AND EMPLOYERS APPRENTICESHIP AND TRAINING TRUST,2370409
5090,2018,271632045,201931299349301868,ALLONE COMMUNITY SERVICES,141622
6954,2018,20667840,201931299349301638,IONE EDUCATION FOUNDATION,0
6182,2018,270153544,201931299349301138,MINISTRY DYNAMICS,0
838,2018,930401248,201931289349302053,CHRISTIAN SCHOOL SOCIETY OF PORTLAND OREGON,3645469
6972,2018,936031823,201931289349301798,SANDY HISTORICAL SOCIETY INC,25927
6586,2018,911804418,201931289349301778,COOS COUNTY STEP COMMISSION INC,0
4552,2018,930872821,201931289349301358,WEST LINN BASEBALL ASSOCIATION,0
308,2018,930579589,201931289349300523,DOERNBECHER CHILDRENS HOSPITAL FOUNDATION,0
6762,2018,814046432,201931279349301818,WATER AND LIGHT,0
2172,2018,930896522,201931279349301183,OPEN ADOPTION AND FAMILY SERVICES INC,1069846
2952,2018,931310666,201931279349301118,CHILDRENS TRUST FUND OF OREGON FOUNDATION,0
5766,2018,900601134,201931279349301028,OPEN SCALABLE FILE SYSTEMS INC CO VITAL TECHNICAL MARKETING INC,0
2322,2018,936041059,201931279349300548,OKTOBERFEST INC,0
7146,2018,943107027,201931269349301578,RE-CREATION UNLIMITED INC,0
3644,2018,930700353,201931269349301103,NARAL PRO CHOICE OREGON,394594
4346,2018,911853159,201931259349300068,SISTERS CHRISTIAN ACADEMY INC,300991
4408,2018,453793511,201931239349301508,PAWS ASSISTING VETERANS PAVE,41766
4264,2018,930243381,201931239349301448,OREGON STATE BUILDING AND CONSTRUCTION TRADES COUNCIL,242795
3048,2018,680556077,201931239349301393,JANE GOODALL ENVIRONMENTAL MIDDLE SCHOOL,228759
5246,2018,931102851,201931239349301078,COLUMBIA GORGE HABITAT FOR HUMANITY,123839
5978,2018,383655438,201931239349300023,ISLAMIC SOCIAL SERVICES OF OREGON,0
6146,2018,460889736,201931229349301418,DIVISION MIDWAY ALLIANCE FOR COMMUNITY IMPROVEMENT,79528
2738,2018,237067121,201931229349301368,HALFWAY HOUSE SERVICES INC ALDER STREET RESIDENCE,688407
5476,2018,50634136,201931229349301113,FRIENDS OF EXPLORER POST 58,58026
5768,2018,930233010,201931199349301188,AMERICAN FEDERATION OF MUSICIANS LOCAL 99,135119
668,2018,936038158,201931199349300808,OREGON-WASHINGTON CARPENTERS-EMPLOYERS APPRETICESHIP TRAINING TRUST FUND,211160
1538,2018,270728766,201931169349300933,ARCO IRIS SPANISH IMMERSION CHARTER SCHOOL,1716365
4560,2018,204757054,201931159349301133,TRAUMA INTERVENTION PROGRAM OF PORTLAND VANCOUVER INC,184480
5164,2018,931148185,201931159349300638,FRIENDS OF THE FAMILY MINISTRIES,205322
4566,2018,473268808,201931149349301218,INTENTIONAL PARENTS INTERNATIONAL,87000
5794,2018,383921215,201931149349301208,PILCROW FOUNDATION,0
4866,2018,930921093,201931149349301133,FRIENDS OF SILVER FALLS STATE PARK,86450
284,2018,946667029,201931139349300123,CALIFORNIA TEACHERS ASSOC EMPLOYEES HEALTH AND WELFARE BENEFITS TRUST,0
2612,2018,931170546,201931079349301103,GOOD SHEPHERD COMMUNITY HEALTH FOUNDATION,0
3206,2018,931011227,201931079349301008,ASHLAND SCHOOLS FOUNDATION,46019
7006,2018,930391518,201931079349300603,BETA NU CHAPTER OF PHI BETA PI,0
2532,2018,930115140,201931079349300028,ASHLAND CHAMBER OF COMMERCE,517740
330,2018,826030679,201931059349301903,IDAHO PIPE TRADES TRUST,0
552,2018,481291935,201931059349301763,AFRICA NEW LIFE MINISTRIES INTERNATIONAL,1302211
4732,2018,931149996,201931039349300428,PORTLAND GARDEN CLUB FOUNDATION,0
2988,2018,203596824,201931029349301313,ETHERNET ALLIANCE CO VITAL TECHNICAL MARKETING INC,0
5108,2018,930587569,201931029349300518,OREGON TRAIL MANOR INC,104842
6010,2018,263150550,201931019349301168,KIZIMANI,18045
1116,2018,204223437,201931019349301018,SCHOOLHOUSE SUPPLIES INC,284569
3214,2018,452859659,201931019349300633,OREGON JUSTICE RESOURCE CENTER,576318
6124,2018,330568058,201931019349300308,ONE FOUNDATION,0
7028,2018,475664738,201931019349300143,UMPQUA STRONG,0
3988,2018,271123896,201931009349300833,CASTING 4 A CURE INC CO WILLIAM FARNUM,0
550,2018,930630002,201931009349300033,EDWARDS CENTER INC,8587289
3812,2018,930807685,201930999349301158,LEACH GARDEN FRIENDS,276087
516,2018,931234625,201930999349300728,ADULT LEARNING SYSTEMS OF OREGON,9788988
274,2018,930309970,201930989349301213,UNIVERSITY OF WESTERN STATES,16258446
790,2018,930916864,201930969349300708,OREGON MENNONITE RESIDENTIAL SERVICES INC,4975712
2080,2018,930602094,201930959349301033,COMMUNITY OUTREACH INC,1002024
4170,2018,274383273,201930959349300238,ACCESS THE LAW,344557
6086,2018,331001225,201930949349301253,ST KEVORK ARMENIAN APOSTOLIC CHURC,46980
7236,2018,930704796,201930949349300928,POWELL BUTTE COMMUNITY CENTER INC,0
3342,2018,931000082,201930949349300348,OREGON CHAPTER YPO,0
1110,2018,930386825,201930919349300323,JEWISH FEDERATION OF GREATER PORTLAND,1058064
6994,2018,931298349,201930869349301413,BLESSINGS FROM HEAVEN INC,6011
58,2018,930386858,201930869349300133,LEWIS AND CLARK COLLEGE,72532943
876,2018,931312955,201930859349301113,CLACKAMAS CHARTER ALLIANCE CO CLACKAMAS MIDDLE COLLEGE,3890759
2162,2018,930919656,201930859349300723,ABILITIES AT WORK,1070063
5080,2018,931019788,201930849349300838,KIWANIS DOERNBECHER CHILDRENS CANCER PROGRAM,0
44,2018,237017278,201930849349300538,UFCW LOCAL 555-EMPLOYERS HEALTH TRUST,0
5994,2018,272927649,201930829349300803,KLAMATH LAKE LAND TRUST,15206
680,2018,930903383,201930819349300438,CASCADE AIDS PROJECT,4361200
5418,2018,931064121,201930809349300043,ONABEN,161447
5030,2018,300554675,201930799349300203,FENCES FOR FIDO,0
538,2018,930984702,201930789349300218,COMMUNITY SERVICES INC,9711908
4054,2018,930843261,201930789349300023,DALLAS EMERGENCY FOOD CORP,0
3556,2018,205351113,201930779349300903,SOCIETY OF ST VINCENT DE PAUL LA PINE OREGON CONFERENCE,227040
1988,2018,931329419,201930779349300848,FULL ACCESS,1266082
3938,2018,930496650,201930779349300738,OREGON THOROUGHBRED OWNERS AND BREEDERS ASSOCIATION INC,104500
3596,2018,931071758,201930749349301568,REDMOND HABITAT FOR HUMANITY,128522
4438,2018,930570227,201930749349301238,ORE STATE FIREFIGHTERS COUNCIL INC,169197
1718,2018,931059602,201930749349301188,EARLY EDUCATION PROGRAM INC,2058341
7208,2018,271653864,201930749349300908,RUAH GROUP INTERNATIONAL INC,50400
7232,2018,930800768,201930739349301413,ED KLEIN EVANGELISTIC ASSOCIATION,8351
768,2018,203685723,201930739349301228,VERDE INC,1312830
4872,2018,930773476,201930739349300438,OREGON DERMATOLOGY SOCIETY,24000
1932,2018,930797194,201930729349300543,SAVING GRACE,1185824
576,2018,931141536,201930719349301153,NATIVE AMERICAN YOUTH AND FAMILY CENTER,6308118
5014,2018,931008403,201930719349300903,WILLAMETTE CASCADES COMMUNITY LAND TRUST,156290
1466,2018,510173092,201930719349300533,FOUR WAY COMMUNITY FOUNDATION,23760
944,2018,931315027,201930709349300613,OREGON MANUFACTURING EXTENSION PARTNERSHIP INC,3310460
2686,2018,930848235,201930689349300803,YOUTH GUIDANCE ASSOCIATION,15133
7160,2018,237120819,201930669349301003,ST PETERS LANDMARK PRESERVATION INC,0
856,2018,930966461,201930669349300018,SOUTH LANE MENTAL HEALTH SERVICES INC,4922557
2152,2018,930805586,201930649349300823,ASHLAND SUPPORTIVE HOUSING AND COMMUNITY OUTREACH INC,1246928
1496,2018,510141214,201930639349301303,CENTER FOR HOPE AND SAFETY,1249168
2624,2018,930934866,201930639349301103,ST MATTHEW LUTHERAN CHURCH FOUNDATION INC,0
4138,2018,202021524,201930639349300043,2828 CORBETT INC,0
1210,2018,936001599,201930609349301513,LEAGUE OF OREGON CITIES,2245822
5686,2018,936025010,201930609349301428,OREGON STATE SOCIETY OF DAR,66095
814,2018,936034321,201930609349301423,PORTLAND OPERA ASSOCIATION INC,2093473
782,2018,936050200,201930609349301333,TVW INC,5321135
1674,2018,930710963,201930609349301148,RAPHAEL HOUSE OF PORTLAND,1574850
388,2018,930386890,201930609349301043,WARNER PACIFIC UNIVERSITY,9554150
5522,2018,930588743,201930599349300628,LUTHER SQUARE INC,23830
1166,2018,931246270,201930599349300513,WORKFORCE INVESTMENT COUNCIL OF CLACKAMAS COUNTY,616058
1560,2018,930865399,201930589349301568,HOPE VILLAGE INC,529578
6630,2018,931215915,201930589349300443,ALBERTA STREET APARTMENTS PRESERVATION INC,0
5440,2018,900418147,201930589349300323,COLUMBIA GORGE HELPING HANDS FOOD SALVAGE,0
6968,2018,936030170,201930539349300943,OBSIDIANS INC,0
6114,2018,260015593,201930529349300748,CENTER FOR NONPROFIT STEWARDSHIP,159612
4442,2018,931097711,201930529349300113,CHILDRENS ADVOCACY CENTER OF LC,246952
